INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
5083,0,0,0,43,0,7,41949,No,138961,z_No,z_F,z_High School,z_Blue Collar,26,Commercial,9990,4,z_SUV,no,0,0,Yes,1,8,Highly Urban/ Urban
5084,0,0,0,50,0,11,16666,No,184536,Yes,z_F,<High School,Clerical,18,Private,8170,6,z_SUV,no,7411,2,No,6,1,Highly Urban/ Urban
5085,0,0,0,42,0,8,43920,No,114115,Yes,z_F,<High School,z_Blue Collar,36,Private,1500,3,z_SUV,no,0,0,No,0,5,z_Highly Rural/ Rural
5086,0,0,1,43,3,15,,No,171680,Yes,M,z_High School,z_Blue Collar,15,Private,1500,3,Minivan,yes,0,0,Yes,0,,Highly Urban/ Urban
5087,1,1036,0,58,0,13,88490,No,0,z_No,z_F,Bachelors,Manager,52,Private,10350,11,z_SUV,no,2737,2,No,0,10,Highly Urban/ Urban
5088,0,0,1,41,2,10,90319,No,276968,Yes,M,Bachelors,z_Blue Collar,5,Commercial,10530,10,Pickup,no,0,0,No,2,15,z_Highly Rural/ Rural
5090,0,0,0,54,0,12,73138,No,255540,z_No,M,Masters,Lawyer,30,Private,29310,6,Minivan,yes,16922,1,No,0,,Highly Urban/ Urban
5091,0,0,0,45,0,11,117583,No,295982,Yes,M,Masters,Professional,18,Private,20180,1,Minivan,yes,0,0,Yes,0,12,Highly Urban/ Urban
5095,0,0,0,48,0,0,0,No,94797,Yes,z_F,Masters,Home Maker,50,Private,7310,10,z_SUV,no,0,0,No,2,20,z_Highly Rural/ Rural
5096,0,0,0,35,0,12,43011,No,115957,Yes,z_F,Masters,Lawyer,30,Private,5800,1,z_SUV,no,5642,2,No,7,18,Highly Urban/ Urban
5097,0,0,0,46,0,10,24526,No,183982,z_No,M,<High School,z_Blue Collar,46,Private,11190,6,Pickup,no,0,0,No,2,1,z_Highly Rural/ Rural
5099,0,0,0,53,0,15,66054,No,250182,Yes,z_F,Bachelors,Manager,47,Private,13410,1,z_SUV,no,8404,2,No,4,13,Highly Urban/ Urban
5100,0,0,1,42,1,14,71417,No,282918,Yes,z_F,Bachelors,Professional,26,Private,17050,6,z_SUV,no,0,0,No,0,9,Highly Urban/ Urban
5101,1,1833,0,39,3,12,12332,Yes,98982,z_No,M,<High School,Clerical,20,Commercial,8450,6,Pickup,yes,7262,2,No,0,1,Highly Urban/ Urban
5103,1,2641,0,42,0,13,54729,No,181515,Yes,z_F,Masters,Home Maker,30,Private,23360,1,z_SUV,no,0,0,No,0,,Highly Urban/ Urban
5104,1,7799.645893,0,39,1,12,24609,Yes,95505,z_No,z_F,<High School,z_Blue Collar,68,Private,7860,4,Sports Car,no,8455,3,No,4,6,Highly Urban/ Urban
5105,0,0,0,46,0,11,30969,No,0,z_No,z_F,<High School,Clerical,77,Private,9200,10,z_SUV,no,0,0,No,3,7,z_Highly Rural/ Rural
5106,0,0,0,28,1,5,87052,No,215053,Yes,z_F,Bachelors,Professional,54,Private,13200,3,z_SUV,no,0,0,No,1,8,Highly Urban/ Urban
5107,1,4388,0,42,1,0,0,No,122520,Yes,z_F,Bachelors,Home Maker,62,Private,14260,4,z_SUV,no,3460,3,No,0,5,Highly Urban/ Urban
5108,1,7961,0,51,0,8,80479,No,0,z_No,M,Bachelors,z_Blue Collar,31,Commercial,14650,13,Minivan,yes,575,2,No,4,14,Highly Urban/ Urban
5109,0,0,0,27,3,8,29357,No,177256,Yes,z_F,<High School,z_Blue Collar,49,Private,7140,1,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural
5110,0,0,0,43,3,15,14815,No,118795,Yes,z_F,z_High School,Home Maker,60,Private,5800,4,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
5111,0,0,0,47,0,,126384,No,370023,Yes,z_F,Masters,Lawyer,9,Private,6200,4,z_SUV,no,0,0,No,0,20,z_Highly Rural/ Rural
5113,0,0,0,51,0,13,37040,No,0,z_No,z_F,<High School,Clerical,25,Private,10010,6,Minivan,no,0,0,No,0,1,z_Highly Rural/ Rural
5114,0,0,0,50,0,15,57070,No,241758,Yes,z_F,Bachelors,Professional,31,Private,7210,6,z_SUV,no,0,0,No,2,12,Highly Urban/ Urban
5115,0,0,0,28,1,7,31745,No,140248,Yes,z_F,z_High School,z_Blue Collar,20,Commercial,18170,1,Minivan,no,8380,2,No,4,1,Highly Urban/ Urban
5116,0,0,0,49,0,10,150401,No,452008,Yes,z_F,PhD,Doctor,25,Private,27010,4,Minivan,no,0,0,No,0,14,Highly Urban/ Urban
5118,0,0,0,33,1,11,86321,Yes,227138,z_No,M,Masters,,17,Commercial,29160,10,Panel Truck,yes,0,0,No,0,24,Highly Urban/ Urban
5119,0,0,0,53,0,10,37965,No,178189,Yes,z_F,Masters,Lawyer,22,Private,32390,4,Minivan,no,0,0,No,1,26,z_Highly Rural/ Rural
5120,0,0,0,38,0,11,93840,No,233716,Yes,z_F,Masters,Lawyer,31,Private,14010,10,z_SUV,no,0,0,No,0,6,z_Highly Rural/ Rural
5121,0,0,0,49,0,13,1201,No,0,z_No,z_F,z_High School,Home Maker,13,Private,31430,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
5122,0,0,0,36,0,10,14418,No,0,z_No,M,<High School,Clerical,37,Private,17120,1,Van,yes,0,0,No,2,8,Highly Urban/ Urban
5123,0,0,2,40,3,9,24359,No,143208,Yes,M,<High School,Clerical,19,Private,11820,13,Pickup,no,0,0,No,0,5,z_Highly Rural/ Rural
5124,0,0,0,52,0,13,86756,No,224768,Yes,z_F,Masters,Lawyer,51,Private,11560,1,Minivan,no,0,0,No,1,9,Highly Urban/ Urban
5125,0,0,0,42,0,13,48305,No,193615,z_No,M,Bachelors,Clerical,23,Commercial,24520,1,Panel Truck,no,0,0,No,0,8,Highly Urban/ Urban
5126,1,4298,1,42,2,13,112205,No,311529,Yes,z_F,Bachelors,Manager,48,Commercial,27770,4,Pickup,no,6557,1,No,5,11,Highly Urban/ Urban
5128,0,0,0,40,0,11,119244,No,349833,z_No,z_F,Bachelors,z_Blue Collar,23,Commercial,14400,11,Minivan,no,0,0,No,0,1,z_Highly Rural/ Rural
5129,0,0,0,57,1,8,134899,No,427952,Yes,M,PhD,,28,Commercial,18510,6,Van,yes,0,0,No,0,15,Highly Urban/ Urban
5133,0,0,0,44,1,13,64124,No,,Yes,z_F,z_High School,Clerical,22,Private,15940,1,z_SUV,no,0,0,No,1,1,z_Highly Rural/ Rural
5134,0,0,0,51,0,12,77030,No,0,z_No,z_F,Masters,Manager,5,Private,11490,1,z_SUV,no,51904,1,No,4,13,Highly Urban/ Urban
5137,0,0,0,66,0,14,23569,No,178084,Yes,M,<High School,Clerical,41,Private,13010,10,z_SUV,yes,0,0,No,0,1,z_Highly Rural/ Rural
5138,1,41063.38679,0,40,0,12,52471,No,153087,z_No,z_F,z_High School,z_Blue Collar,31,Commercial,21860,10,z_SUV,no,0,0,No,0,6,Highly Urban/ Urban
5139,0,0,0,48,0,,3902,No,135903,Yes,z_F,Bachelors,Home Maker,63,Private,14040,5,z_SUV,no,0,0,Yes,0,5,z_Highly Rural/ Rural
5140,1,12338.37662,0,32,4,14,81772,Yes,0,z_No,z_F,Bachelors,z_Blue Collar,38,Commercial,19460,6,z_SUV,no,0,0,Yes,6,13,Highly Urban/ Urban
5141,0,0,0,22,2,10,23005,No,81033,Yes,z_F,Masters,,14,Private,8320,4,z_SUV,yes,0,0,Yes,3,5,Highly Urban/ Urban
5142,0,0,2,43,2,14,70029,No,210170,Yes,z_F,Bachelors,Manager,29,Private,11130,10,z_SUV,no,5311,2,No,7,9,Highly Urban/ Urban
5143,1,6296,0,30,3,9,61790,No,185253,Yes,z_F,Bachelors,Clerical,28,Private,10680,1,z_SUV,no,0,0,Yes,0,14,Highly Urban/ Urban
5144,0,0,0,57,0,,37047,No,161286,Yes,z_F,z_High School,Student,43,Commercial,19510,1,Sports Car,no,4630,1,No,4,1,Highly Urban/ Urban
5145,0,0,0,60,0,10,105600,No,305449,z_No,z_F,PhD,Doctor,37,Private,26440,1,z_SUV,no,0,0,Yes,0,11,Highly Urban/ Urban
5146,1,4898.263071,3,53,0,10,58049,No,186384,Yes,M,Masters,Manager,44,Private,5590,1,z_SUV,no,0,0,No,0,15,Highly Urban/ Urban
5148,0,0,0,42,0,12,108677,No,297884,Yes,z_F,<High School,z_Blue Collar,5,Private,8210,4,z_SUV,no,0,0,No,0,6,Highly Urban/ Urban
5149,0,0,0,48,0,13,16923,No,115976,Yes,z_F,<High School,Home Maker,38,Private,17760,11,Minivan,no,12373,2,Yes,4,5,Highly Urban/ Urban
5150,0,0,0,50,0,11,22284,No,135680,Yes,M,<High School,z_Blue Collar,44,Commercial,9950,6,Pickup,no,0,0,No,0,5,z_Highly Rural/ Rural
5151,1,5454,0,49,0,10,73241,No,0,z_No,M,Masters,Lawyer,36,Private,6400,1,Pickup,yes,3863,2,No,0,15,Highly Urban/ Urban
5152,1,2649,0,49,0,11,48215,No,0,z_No,z_F,PhD,Doctor,46,Private,13190,10,z_SUV,no,2516,4,No,2,19,Highly Urban/ Urban
5153,0,0,0,45,0,0,0,No,0,z_No,z_F,Bachelors,Student,50,Commercial,25550,3,Minivan,no,0,0,No,1,10,Highly Urban/ Urban
5154,1,1668,0,31,4,0,0,Yes,0,z_No,z_F,Bachelors,Student,14,Commercial,4600,11,Sports Car,no,8136,1,No,6,14,Highly Urban/ Urban
5155,0,0,0,42,0,14,44970,No,224155,Yes,M,z_High School,z_Blue Collar,35,Commercial,6100,1,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
5156,0,0,0,33,4,,158124,No,366033,Yes,M,PhD,,5,Commercial,20610,1,Van,no,0,0,Yes,4,7,Highly Urban/ Urban
5158,1,6595,0,48,0,10,90044,No,0,z_No,z_F,Bachelors,z_Blue Collar,79,Commercial,17310,3,z_SUV,no,2317,1,No,0,16,Highly Urban/ Urban
5159,0,0,0,29,0,0,0,No,100948,Yes,M,<High School,Student,30,Private,19670,1,Minivan,yes,3449,2,No,3,1,Highly Urban/ Urban
5161,0,0,0,53,0,13,30897,No,0,z_No,z_F,z_High School,Manager,31,Private,16970,10,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
5162,0,0,0,57,0,12,,No,258080,Yes,M,Bachelors,Professional,34,Private,7200,4,Pickup,yes,0,0,No,1,13,Highly Urban/ Urban
5163,0,0,0,48,0,10,91245,No,278928,Yes,z_F,<High School,z_Blue Collar,10,Private,15420,8,z_SUV,no,3136,2,No,8,1,Highly Urban/ Urban
5164,0,0,0,37,0,11,135691,No,0,z_No,M,Masters,Professional,29,Private,14920,1,Minivan,yes,0,0,Yes,0,23,Highly Urban/ Urban
5167,0,0,0,46,0,8,62433,No,,Yes,z_F,Bachelors,Clerical,41,Private,12240,1,z_SUV,no,0,0,No,0,11,z_Highly Rural/ Rural
5168,1,5685,0,48,0,10,23588,No,174929,Yes,z_F,z_High School,Clerical,61,Private,9500,1,z_SUV,no,31664,2,Yes,3,7,Highly Urban/ Urban
5169,0,0,0,52,0,12,,No,,z_No,z_F,Masters,Lawyer,37,Private,15650,1,Sports Car,no,7428,2,No,2,16,Highly Urban/ Urban
5170,1,2546,2,37,2,10,45282,Yes,170166,z_No,z_F,<High School,z_Blue Collar,50,Private,5100,4,Sports Car,no,7136,1,No,4,1,z_Highly Rural/ Rural
5171,0,0,1,44,2,12,48288,Yes,0,z_No,z_F,z_High School,z_Blue Collar,23,Commercial,13280,6,z_SUV,no,0,0,No,2,12,Highly Urban/ Urban
5174,0,0,0,40,0,12,101794,No,256716,Yes,z_F,Masters,Lawyer,21,Private,22090,1,Minivan,no,0,0,No,0,11,Highly Urban/ Urban
5175,0,0,0,50,0,12,89157,No,257091,Yes,z_F,Masters,Lawyer,52,Private,19700,1,z_SUV,no,3175,1,No,0,7,Highly Urban/ Urban
5176,0,0,0,50,0,11,74970,No,0,z_No,M,Bachelors,z_Blue Collar,28,Commercial,13930,1,Minivan,yes,0,0,No,0,1,z_Highly Rural/ Rural
5177,0,0,0,33,2,14,,No,153659,Yes,M,Bachelors,Student,37,Commercial,23520,10,Panel Truck,no,3236,1,No,0,10,Highly Urban/ Urban
5178,0,0,0,38,0,4,127783,No,314273,Yes,M,PhD,Lawyer,26,Private,14280,4,Minivan,no,0,0,No,4,10,Highly Urban/ Urban
5180,0,0,0,46,0,12,,No,217164,Yes,z_F,Masters,Professional,53,Private,25360,6,Minivan,no,31180,1,Yes,3,17,Highly Urban/ Urban
5181,0,0,0,29,1,7,31407,Yes,0,z_No,z_F,z_High School,z_Blue Collar,42,Commercial,22210,6,Minivan,no,0,0,No,0,9,Highly Urban/ Urban
5182,0,0,0,37,3,10,34052,Yes,124094,z_No,M,<High School,Clerical,82,Private,14000,14,Minivan,yes,0,0,No,0,1,z_Highly Rural/ Rural
5183,0,0,2,37,2,10,24622,No,135310,Yes,M,<High School,z_Blue Collar,52,Private,7660,7,Minivan,yes,0,0,No,4,6,Highly Urban/ Urban
5185,0,0,0,46,0,14,50206,No,176373,Yes,z_F,z_High School,z_Blue Collar,22,Commercial,25400,6,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
5186,1,1148,0,54,0,13,65234,No,280155,Yes,z_F,z_High School,z_Blue Collar,36,Commercial,23170,4,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
5188,0,0,0,48,0,12,24671,No,0,z_No,z_F,<High School,z_Blue Collar,22,Private,3970,6,Sports Car,no,0,0,No,1,1,z_Highly Rural/ Rural
5189,1,1947,1,42,1,10,73376,Yes,0,z_No,z_F,Masters,Lawyer,39,Private,25590,1,Sports Car,no,7328,1,No,5,11,Highly Urban/ Urban
5190,0,0,0,62,0,15,66739,No,0,z_No,M,z_High School,z_Blue Collar,36,Commercial,34990,3,Minivan,yes,4736,2,No,3,1,Highly Urban/ Urban
5192,0,0,0,36,0,12,,No,,z_No,M,Bachelors,Professional,27,Private,12620,17,Minivan,no,0,0,No,0,15,Highly Urban/ Urban
5195,0,0,0,45,0,11,26378,No,151135,Yes,z_F,<High School,z_Blue Collar,26,Private,6680,1,z_SUV,no,0,0,No,2,6,Highly Urban/ Urban
5196,0,0,0,46,0,12,24306,No,150872,Yes,M,Masters,Professional,12,Commercial,27790,2,Panel Truck,no,8414,2,No,4,10,Highly Urban/ Urban
5197,0,0,0,51,0,8,42335,No,,Yes,M,z_High School,z_Blue Collar,44,Commercial,14110,5,Minivan,no,3341,2,No,6,5,Highly Urban/ Urban
5198,1,2490,0,53,0,0,0,No,0,z_No,M,z_High School,Student,24,Private,17190,6,Van,yes,0,0,No,1,1,Highly Urban/ Urban
5200,1,4181,0,33,2,14,82407,Yes,0,z_No,M,z_High School,z_Blue Collar,17,Commercial,4800,4,Pickup,yes,0,0,No,1,6,Highly Urban/ Urban
5201,0,0,0,36,1,12,28989,Yes,191192,z_No,M,z_High School,Clerical,28,Private,21520,6,Van,no,5971,1,No,6,10,Highly Urban/ Urban
5202,1,1444,3,45,3,17,28538,No,140924,Yes,z_F,<High School,Clerical,15,Private,16920,3,z_SUV,no,22262,2,Yes,7,5,Highly Urban/ Urban
5203,0,0,0,45,2,13,64632,Yes,258727,z_No,M,Bachelors,Professional,18,Private,19590,6,Minivan,yes,0,0,No,1,13,Highly Urban/ Urban
5204,0,0,0,27,1,13,29979,No,139981,Yes,M,z_High School,Clerical,20,Commercial,7200,6,Pickup,no,0,0,No,4,7,z_Highly Rural/ Rural
5205,1,5453,0,47,0,9,62133,No,222691,Yes,M,z_High School,Professional,35,Commercial,25310,17,Panel Truck,no,0,0,No,2,1,Highly Urban/ Urban
5206,0,0,0,50,0,8,70569,No,211353,Yes,M,Masters,Manager,41,Commercial,8560,3,Pickup,yes,0,0,No,0,16,Highly Urban/ Urban
5207,0,0,0,44,2,14,35276,No,131158,Yes,z_F,z_High School,Clerical,5,Private,17810,1,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
5208,1,3270,0,39,0,10,14677,No,0,z_No,M,Bachelors,Student,44,Commercial,10180,1,Pickup,no,0,0,No,0,9,z_Highly Rural/ Rural
5209,1,3613,0,46,0,10,45626,No,183557,Yes,z_F,z_High School,z_Blue Collar,30,Private,14550,4,z_SUV,no,4758,2,No,0,1,Highly Urban/ Urban
5210,0,0,0,60,3,14,75523,No,269976,Yes,z_F,Bachelors,Manager,10,Commercial,22140,10,Pickup,no,0,0,No,0,6,Highly Urban/ Urban
5211,0,0,0,51,0,0,0,No,0,Yes,M,z_High School,Student,40,Private,6600,6,Minivan,yes,0,0,No,0,7,z_Highly Rural/ Rural
5214,0,0,0,50,0,14,96299,No,273212,Yes,M,Bachelors,z_Blue Collar,40,Commercial,16130,3,Minivan,no,0,0,No,0,,Highly Urban/ Urban
5215,1,1414,0,62,0,0,0,No,52952,Yes,z_F,z_High School,Home Maker,37,Private,12760,4,Sports Car,no,0,0,No,2,1,Highly Urban/ Urban
5216,0,0,0,39,0,10,38193,No,158688,Yes,z_F,PhD,Lawyer,24,Private,16300,11,z_SUV,no,0,0,No,1,19,Highly Urban/ Urban
5217,0,0,0,42,0,,143781,No,0,z_No,M,Masters,Manager,48,Commercial,32070,1,Panel Truck,yes,0,0,No,1,16,Highly Urban/ Urban
5218,0,0,0,48,0,7,139337,No,369214,Yes,z_F,Masters,Manager,40,Private,16030,1,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
5219,0,0,0,34,0,11,7806,No,0,Yes,M,z_High School,Student,33,Commercial,10840,4,Pickup,yes,5804,3,No,4,1,Highly Urban/ Urban
5220,0,0,0,40,0,11,76548,No,214584,Yes,z_F,Bachelors,Professional,20,Private,5500,1,Sports Car,no,6999,3,No,2,11,Highly Urban/ Urban
5221,0,0,0,51,0,13,77831,No,0,z_No,M,Masters,,39,Commercial,16830,7,Van,yes,0,0,No,0,14,Highly Urban/ Urban
5222,0,0,0,33,1,9,21124,Yes,0,z_No,M,Bachelors,Student,30,Private,5000,1,Pickup,yes,0,0,No,0,10,Highly Urban/ Urban
5223,0,0,0,58,0,,43680,No,180158,Yes,M,z_High School,Manager,24,Commercial,29910,4,Minivan,yes,9677,2,No,0,4,Highly Urban/ Urban
5225,1,4400,0,20,0,8,4209,No,80790,z_No,z_F,z_High School,Clerical,23,Private,10570,1,z_SUV,no,0,0,No,4,9,Highly Urban/ Urban
5227,1,5782,0,42,0,13,71779,No,187108,Yes,z_F,PhD,Manager,5,Private,15480,4,z_SUV,no,0,0,No,0,12,Highly Urban/ Urban
5228,0,0,0,,0,0,0,No,,Yes,z_F,z_High School,Student,43,Private,2600,10,z_SUV,yes,4656,4,No,3,1,z_Highly Rural/ Rural
5229,0,0,0,42,0,9,124521,No,336516,z_No,M,PhD,Doctor,21,Private,18150,4,Minivan,yes,0,0,No,4,15,Highly Urban/ Urban
5230,0,0,0,63,0,,49485,No,180070,Yes,z_F,Bachelors,Professional,36,Private,6270,6,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
5231,0,0,0,48,0,12,93955,No,303379,Yes,M,Bachelors,Manager,35,Private,15700,10,Minivan,yes,0,0,No,0,10,Highly Urban/ Urban
5232,0,0,0,55,0,12,72430,No,226009,Yes,M,Masters,Professional,54,Private,23980,7,Minivan,no,0,0,No,0,15,z_Highly Rural/ Rural
5233,0,0,0,57,0,,104257,No,,Yes,z_F,PhD,Doctor,32,Private,7200,10,z_SUV,no,0,0,No,0,8,Highly Urban/ Urban
5234,0,0,0,50,0,14,14518,No,0,Yes,z_F,Bachelors,Student,41,Private,13170,11,Minivan,no,0,0,No,0,9,z_Highly Rural/ Rural
5235,1,3989,0,48,0,10,106752,No,0,z_No,M,Bachelors,Professional,46,Private,19540,4,Van,yes,8212,3,No,2,15,Highly Urban/ Urban
5236,0,0,1,40,1,7,46337,No,178708,Yes,z_F,Bachelors,Professional,5,Private,13720,1,Sports Car,no,3598,3,No,3,11,Highly Urban/ Urban
5237,0,0,0,46,0,11,78915,No,248764,z_No,z_F,Masters,Lawyer,41,Private,13990,5,z_SUV,no,5531,3,No,0,11,Highly Urban/ Urban
5238,1,1428,0,43,0,10,49729,No,211046,z_No,z_F,Bachelors,Professional,49,Private,13760,4,z_SUV,no,0,0,No,0,8,Highly Urban/ Urban
5240,0,0,0,49,0,11,65904,No,265782,Yes,M,Bachelors,Clerical,7,Private,30910,1,Minivan,yes,0,0,No,2,,Highly Urban/ Urban
5241,1,4890,0,50,0,10,52956,No,,z_No,z_F,Bachelors,z_Blue Collar,35,Commercial,8370,11,z_SUV,no,2988,1,No,5,12,Highly Urban/ Urban
5242,0,0,0,55,0,13,60091,No,250327,Yes,M,z_High School,Professional,48,Commercial,7810,1,Pickup,no,0,0,No,1,1,Highly Urban/ Urban
5243,1,45985.40992,0,26,2,11,21443,No,116421,Yes,M,<High School,Clerical,19,Commercial,24280,6,Panel Truck,no,42208,1,Yes,5,1,z_Highly Rural/ Rural
5244,0,0,0,50,0,0,0,No,0,z_No,M,z_High School,Student,29,Private,14870,1,Minivan,no,0,0,No,1,5,Highly Urban/ Urban
5245,0,0,0,57,0,8,66618,No,0,z_No,M,Masters,Lawyer,27,Private,18100,1,z_SUV,yes,0,0,No,1,17,Highly Urban/ Urban
5246,0,0,0,34,0,0,0,No,0,z_No,z_F,z_High School,Home Maker,59,Private,26550,1,Pickup,no,33961,1,Yes,7,1,z_Highly Rural/ Rural
5247,1,1401,0,42,0,11,27253,No,0,z_No,z_F,<High School,Clerical,25,Commercial,45360,6,Panel Truck,no,29919,1,Yes,0,7,Highly Urban/ Urban
5248,0,0,0,26,0,6,48074,No,0,z_No,M,z_High School,z_Blue Collar,25,Commercial,21760,1,Van,no,0,0,No,4,1,Highly Urban/ Urban
5249,0,0,0,49,0,6,99948,No,248589,Yes,z_F,Masters,Lawyer,41,Private,6800,4,z_SUV,no,0,0,No,1,1,Highly Urban/ Urban
5250,0,0,0,39,1,13,97870,No,308324,Yes,z_F,Masters,Manager,38,Private,19670,3,Minivan,no,0,0,No,4,13,Highly Urban/ Urban
5251,1,4291,0,63,0,16,141953,No,377925,Yes,M,PhD,,35,Commercial,27570,10,Pickup,yes,0,0,No,0,9,Highly Urban/ Urban
5253,0,0,0,31,2,11,93703,No,257486,Yes,z_F,z_High School,z_Blue Collar,5,Commercial,29620,1,Pickup,no,0,0,No,0,1,z_Highly Rural/ Rural
5254,0,0,0,43,0,14,104258,No,269356,Yes,M,Bachelors,Manager,19,Private,12500,1,Minivan,yes,0,0,No,1,15,Highly Urban/ Urban
5255,0,0,0,65,0,17,52074,No,220576,Yes,z_F,Masters,Manager,28,Private,10010,1,Sports Car,no,0,0,No,0,22,Highly Urban/ Urban
5256,0,0,0,53,0,8,169259,No,470371,Yes,M,Bachelors,Professional,28,Private,16850,4,Minivan,yes,0,0,No,2,,Highly Urban/ Urban
5257,0,0,0,37,0,11,47554,No,150128,z_No,z_F,z_High School,z_Blue Collar,18,Private,18230,4,z_SUV,no,0,0,No,0,8,z_Highly Rural/ Rural
5258,0,0,0,50,0,10,60395,No,194332,Yes,M,z_High School,z_Blue Collar,41,Commercial,32720,13,Panel Truck,yes,4896,1,No,2,5,Highly Urban/ Urban
5259,0,0,0,56,0,12,98422,No,,Yes,M,Masters,,5,Commercial,25200,14,Panel Truck,yes,0,0,No,0,13,Highly Urban/ Urban
5260,0,0,2,40,2,12,73851,Yes,244529,z_No,z_F,Bachelors,Clerical,25,Private,14700,7,z_SUV,no,0,0,No,1,5,Highly Urban/ Urban
5261,0,0,0,50,0,13,74366,No,264375,Yes,z_F,Bachelors,Professional,35,Private,25950,6,Minivan,no,0,0,No,0,11,Highly Urban/ Urban
5262,0,0,0,51,0,12,217269,No,502389,Yes,M,PhD,Lawyer,22,Private,1500,6,Minivan,yes,0,0,No,0,19,Highly Urban/ Urban
5263,0,0,0,55,0,6,48509,No,210146,Yes,z_F,z_High School,z_Blue Collar,31,Commercial,18390,11,z_SUV,no,0,0,No,0,8,Highly Urban/ Urban
5265,1,2572,0,46,0,13,9494,No,0,z_No,z_F,<High School,Home Maker,38,Private,2450,5,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
5267,1,22951.25339,0,61,0,10,62185,No,0,z_No,M,PhD,,40,Commercial,26550,1,Panel Truck,yes,4843,3,No,0,11,Highly Urban/ Urban
5268,1,1746,0,31,1,15,20277,No,134375,Yes,z_F,<High School,Clerical,5,Private,24670,1,Minivan,no,0,0,No,2,1,Highly Urban/ Urban
5269,0,0,0,47,0,12,190455,No,482747,Yes,z_F,PhD,,39,Commercial,28200,7,Van,no,0,0,No,0,8,Highly Urban/ Urban
5270,1,17424.7721,1,37,2,13,64927,No,184518,Yes,M,Masters,,31,Commercial,35270,6,Panel Truck,no,0,0,No,0,15,Highly Urban/ Urban
5272,0,0,0,67,0,13,45368,No,190399,Yes,M,Bachelors,Professional,33,Private,20410,4,Minivan,yes,7445,2,No,5,13,Highly Urban/ Urban
5274,0,0,0,40,0,5,27433,No,0,z_No,z_F,Masters,Lawyer,47,Private,8240,10,z_SUV,no,0,0,No,3,14,Highly Urban/ Urban
5275,0,0,0,39,0,10,100474,No,0,z_No,z_F,Bachelors,z_Blue Collar,43,Commercial,36790,5,Van,no,8539,2,No,4,9,Highly Urban/ Urban
5277,0,0,1,39,1,12,55036,No,187649,Yes,M,z_High School,Manager,44,Private,30380,3,Minivan,yes,32132,3,No,1,10,Highly Urban/ Urban
5279,0,0,0,28,1,11,,No,88733,Yes,z_F,z_High School,Clerical,55,Private,13430,4,z_SUV,no,0,0,No,0,10,z_Highly Rural/ Rural
5280,0,0,0,47,0,11,223259,No,531026,z_No,M,PhD,Doctor,36,Private,8570,4,Pickup,no,0,0,No,0,1,Highly Urban/ Urban
5282,0,0,0,51,0,9,103721,No,0,z_No,M,Masters,Lawyer,53,Private,14310,3,Minivan,no,3491,3,No,0,13,Highly Urban/ Urban
5284,0,0,0,42,0,11,111682,No,0,z_No,M,<High School,z_Blue Collar,34,Private,14880,6,Minivan,no,0,0,No,0,5,Highly Urban/ Urban
5285,0,0,0,44,0,13,40825,No,193319,Yes,z_F,z_High School,Clerical,23,Private,25570,9,z_SUV,no,1019,2,No,0,1,Highly Urban/ Urban
5286,0,0,2,39,2,0,,No,99103,Yes,z_F,z_High School,Home Maker,46,Private,5400,1,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
5287,0,0,0,57,0,9,26222,No,165896,Yes,M,<High School,Clerical,73,Private,6800,5,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
5288,0,0,0,52,0,13,143242,No,364925,z_No,M,Bachelors,Manager,43,Commercial,23340,1,Panel Truck,yes,4749,3,No,5,10,Highly Urban/ Urban
5289,0,0,0,51,0,12,100205,No,0,z_No,M,Masters,Lawyer,5,Private,16620,4,Van,yes,32112,1,Yes,6,,Highly Urban/ Urban
5290,0,0,0,50,0,14,38666,No,136025,Yes,M,z_High School,Professional,70,Private,26030,4,Minivan,no,0,0,No,3,5,Highly Urban/ Urban
5292,0,0,0,46,0,12,33576,No,213497,Yes,z_F,z_High School,Clerical,30,Private,9240,10,Sports Car,no,4851,2,No,1,,z_Highly Rural/ Rural
5293,1,3367,0,55,0,8,86574,No,323469,Yes,M,Masters,Manager,47,Private,17020,3,Van,yes,0,0,No,0,18,Highly Urban/ Urban
5295,0,0,0,52,0,12,64914,No,236516,Yes,z_F,Masters,Lawyer,29,Private,34280,6,Minivan,no,0,0,No,5,9,Highly Urban/ Urban
