pair_id,order,interest_corr,samerace,match,calls_from_female,calls_from_male,calls_to_female,calls_to_male,female_dec,male_dec,female_id,f_rate_m_attr,f_rate_m_sinc,f_rate_m_intel,f_rate_m_fun,f_rate_m_amb,f_rate_m_shar,f_rate_m_like,f_rate_m_prob,f_rate_m_met_before,f_est_matches,f_age,f_field,f_field_num,f_race,f_imp_race,f_imp_relig,f_goal,f_dat_freq,f_out_freq,f_career,f_career_num,f_like_sports,f_like_tvsports,f_like_exercise,f_like_dining,f_like_museums,f_like_art,f_like_hiking,f_like_gaming,f_like_clubbing,f_like_reading,f_like_tv,f_like_theater,f_like_movies,f_like_concerts,f_like_music,f_like_shopping,f_like_yoga,f_exp_happy,f_pref_attr,f_pref_sinc,f_pref_intel,f_pref_fun,f_pref_amb,f_pref_shar,f_genderpref_attr,f_genderpref_sinc,f_genderpref_intel,f_genderpref_fun,f_genderpref_amb,f_genderpref_shar,f_oppgender_pref_attr,f_oppgender_pref_sinc,f_oppgender_pref_intel,f_oppgender_pref_fun,f_oppgender_pref_amb,f_oppgender_pref_shar,f_rate_self_attr,f_rate_self_sinc,f_rate_self_fun,f_rate_self_intel,f_rate_self_amb,f_avg_attr,f_avg_sinc,f_avg_fun,f_avg_intel,f_avg_amb,f_avg_like,male_id,m_rate_f_attr,m_rate_f_sinc,m_rate_f_intel,m_rate_f_fun,m_rate_f_amb,m_rate_f_shar,m_rate_f_like,m_rate_f_prob,m_rate_f_met_before,m_est_matches,m_age,m_field,m_field_num,m_race,m_imp_race,m_imp_relig,m_goal,m_dat_freq,m_out_freq,m_career,m_career_num,m_like_sports,m_like_tvsports,m_like_exercise,m_like_dining,m_like_museums,m_like_art,m_like_hiking,m_like_gaming,m_like_clubbing,m_like_reading,m_like_tv,m_like_theater,m_like_movies,m_like_concerts,m_like_music,m_like_shopping,m_like_yoga,m_exp_happy,m_pref_attr,m_pref_sinc,m_pref_intel,m_pref_fun,m_pref_amb,m_pref_shar,m_gender_pref_attr,m_gender_pref_sinc,m_gender_pref_intel,m_gender_pref_fun,m_gender_pref_amb,m_gender_pref_shar,m_opp_gender_pref_attr,m_opp_gender_pref_sinc,m_opp_gender_pref_intel,m_opp_gender_pref_fun,m_opp_gender_pref_amb,m_opp_gender_pref_shar,m_rate_self_attr,m_rate_self_sinc,m_rate_self_fun,m_rate_self_intel,m_rate_self_amb,m_avg_attr,m_avg_sinc,m_avg_fun,m_avg_intel,m_avg_amb,m_avg_like
270--280,8,0.52,0,1,0,4,3,0,1,1,270,6,7,8,7,6,6,7,6,0,6,23,Biology,10,4,2,4,2,5,1,Researcher,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,18,15,16,17,18,16,19,13,17,19,16,16,5,4,7,8,6,6.142857143,7,7.65,6.238095238,6.473684211,6.047619048,280,8,7,8,8,7,7,8,4,0,1,25,Biology,10,2,2,1,3,6,2,Scientist,2,8,1,5,5,6,5,5,4,2,10,2,7,10,7,8,2,2,5,25,20,30,15,5,5,35,20,15,10,10,10,20,10,30,15,15,10,5,9,5,8,6,4.857142857,7.142857143,7.952380952,5.428571429,6.105263158,5.80952381
265--281,2,0.41,1,1,,, , ,1,1,265,9,6,9,3,6,2,8,3,0,0,32,Law and English Literature (J.D./Ph.D.),1,2,3,3,4,5,2,Professor or Lawyer,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,3,15,5,45,10,15,10,40,5,20,15,2,18,68,5,10,10,2,5,7,9,7,10,10,5,6.476190476,6.95,3.85,5.45,4.952380952,281,6,8,8,5,3,3,5,3,0,3,27,Sociology,3,2,2,5,6,5,5,research,2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,20,20,20,15,5,20,35,20,1,19,1,24,25,10,10,25,20,10,7,8,6,8,5,5.523809524,5.904761905,7.619047619,4.619047619,5.95,5.380952381
270--281,6,0.47,0,1,0,,3, ,1,1,270,6,6,7,5,5,6,6,7,0,6,23,Biology,10,4,2,4,2,5,1,Researcher,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,18,15,16,17,18,16,19,13,17,19,16,16,5,4,7,8,6,6.142857143,7,7.65,6.238095238,6.473684211,6.047619048,281,7,9,10,6,9,9,8,7,0,3,27,Sociology,3,2,2,5,6,5,5,research,2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,20,20,20,15,5,20,35,20,1,19,1,24,25,10,10,25,20,10,7,8,6,8,5,5.523809524,5.904761905,7.619047619,4.619047619,5.95,5.380952381
256--282,10,-0.32,0,1,,, , ,1,1,256,6,8,6,7,6,5,7,7,0,2,24,Medicine,4,4,6,5,2,6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,20,15,15,20,10,20,30,10,20,25,5,10,6,9,6,8,6,6.571428571,7.2,7.55,6.333333333,6.894736842,6.333333333,282,8,7,7,7,7,7,7,7,0,10,23,Electrical Engineering,5,1,1,1,1,4,3,enterpreneur,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,25,15,20,20,10,10,25,15,20,10,20,10,25,15,20,10,20,10,7,9,9,7,10,6.476190476,7.047619048,6.857142857,7.142857143,6.3,6.19047619
258--282,8,0.1,0,1,,, , ,1,1,258,7,9,9,8,6,,7,5,0,5,25,MA Science Education,9,6,1,10,1,6,1,Teacher,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,7,35,20,20,5,13,18,13,14,10,33,12,50,8,9,17,5,11,6,10,8,9,5,6.904761905,7.25,7.19047619,6.9,6.555555556,6.785714286,282,8,8,8,8,8,7,8,6,0,10,23,Electrical Engineering,5,1,1,1,1,4,3,enterpreneur,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,25,15,20,20,10,10,25,15,20,10,20,10,25,15,20,10,20,10,7,9,9,7,10,6.476190476,7.047619048,6.857142857,7.142857143,6.3,6.19047619
260--282,11,0.34,0,1,0,,1, ,1,1,260,7,8,6,8,7,7,8,5,0,4,27,Genetics,10,4,4,4,2,7,3,Scientist/educator,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,19,20,19,14,13,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,5.619047619,6.85,7.55,6,6.833333333,6.19047619,282,10,9,9,9,9,9,10,6,0,10,23,Electrical Engineering,5,1,1,1,1,4,3,enterpreneur,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,25,15,20,20,10,10,25,15,20,10,20,10,25,15,20,10,20,10,7,9,9,7,10,6.476190476,7.047619048,6.857142857,7.142857143,6.3,6.19047619
263--282,17,-0.44,1,1,,, , ,1,1,263,9,9,9,9,9,8,9,8,0,2,26,Psychology,3,1,9,10,1,6,2,Who knows,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20,20,20,10,20,10,10,30,30,5,20,5,50,30,5,5,5,5,8,8,8,8,5,5.857142857,7.142857143,7.55,7.285714286,6.421052632,6.80952381,282,8,8,8,8,8,8,8,6,0,10,23,Electrical Engineering,5,1,1,1,1,4,3,enterpreneur,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,25,15,20,20,10,10,25,15,20,10,20,10,25,15,20,10,20,10,7,9,9,7,10,6.476190476,7.047619048,6.857142857,7.142857143,6.3,6.19047619
264--282,18,-0.06,0,1,0,,4, ,1,1,264,8,8,7,5,5,6,6,5,1,2,26,English,6,2,1,3,1,6,2,College Professor,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,3,15,15,25,20,5,20,30,10,10,20,15,15,30,10,10,20,10,20,8,7,8,9,5,6.095238095,6.9,7.15,6.3,6.277777778,6.095238095,282,7,7,7,7,7,7,7,3,0,10,23,Electrical Engineering,5,1,1,1,1,4,3,enterpreneur,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,25,15,20,20,10,10,25,15,20,10,20,10,25,15,20,10,20,10,7,9,9,7,10,6.476190476,7.047619048,6.857142857,7.142857143,6.3,6.19047619
270--282,5,-0.06,0,1,0,,3, ,1,1,270,6,7,6,7,5,6,6,5,0,6,23,Biology,10,4,2,4,2,5,1,Researcher,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,18,15,16,17,18,16,19,13,17,19,16,16,5,4,7,8,6,6.142857143,7,7.65,6.238095238,6.473684211,6.047619048,282,9,9,9,9,9,9,8,7,0,10,23,Electrical Engineering,5,1,1,1,1,4,3,enterpreneur,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,25,15,20,20,10,10,25,15,20,10,20,10,25,15,20,10,20,10,7,9,9,7,10,6.476190476,7.047619048,6.857142857,7.142857143,6.3,6.19047619
271--282,19,-0.1,0,1,0,,1, ,1,1,271,7,7,7,7,5,6,7,5,0,2,23,Social Work,11,2,10,9,2,4,1,Social Work,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8,10,15,40,15,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,10,10,9,10,6.523809524,6.05,6.15,6.19047619,5.722222222,5.642857143,282,8,8,8,8,8,8,8,5,0,10,23,Electrical Engineering,5,1,1,1,1,4,3,enterpreneur,7,10,10,10,5,4,4,4,7,8,9,5,7,7,7,10,5,1,5,25,15,20,20,10,10,25,15,20,10,20,10,25,15,20,10,20,10,7,9,9,7,10,6.476190476,7.047619048,6.857142857,7.142857143,6.3,6.19047619
258--283,7,0.58,0,1,,, , ,1,1,258,9,10,8,6,7,7,7,7,0,5,25,MA Science Education,9,6,1,10,1,6,1,Teacher,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,7,35,20,20,5,13,18,13,14,10,33,12,50,8,9,17,5,11,6,10,8,9,5,6.904761905,7.25,7.19047619,6.9,6.555555556,6.785714286,283,10,9,9,9,9,6,10,6,0,1,27,Electrical Engg.,5,4,1,1,1,4,2,Industry CTO/CEO,7,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,5,50,10,10,10,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,9,9,9,9,5.1,7.2,7.1,5.7,6.2,5.6
269--283,1,0.17,0,1,,, , ,1,1,269,7,10,7,6,9,3,7,9,0,1,24,Art History,7,2,4,5,2,6,2,professor,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6,20,10,30,15,15,10,30,5,20,30,5,10,31.57894737,10.52631579,10.52631579,31.57894737,5.263157895,10.52631579,8,8,6,8,7,7.476190476,7.736842105,8,7.142857143,7.166666667,7.142857143,283,8,8,9,9,9,9,6,9,0,1,27,Electrical Engg.,5,4,1,1,1,4,2,Industry CTO/CEO,7,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,5,50,10,10,10,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,9,9,9,9,5.1,7.2,7.1,5.7,6.2,5.6
258--284,10,0.26,0,1,,1, ,1,1,1,258,6,10,9,9,4,5,6,5,0,5,25,MA Science Education,9,6,1,10,1,6,1,Teacher,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,7,35,20,20,5,13,18,13,14,10,33,12,50,8,9,17,5,11,6,10,8,9,5,6.904761905,7.25,7.19047619,6.9,6.555555556,6.785714286,284,7,7,7,9,,,8,4,0,2,27,Business School,8,2,1,5,1,5,2,Film/Television,6,9,2,5,7,7,9,8,1,5,9,5,5,9,8,9,8,5,7,25,20,25,20,10,0,25,15,20,20,5,15,15,15,15,20,20,15,7,6,7,8,7,5.80952381,6.761904762,7.047619048,5.952380952,6.1,6
253--285,1,0.01,0,1,0,,1, ,1,1,253,6,8,8,6,7,6,7,7,0,8,33,sociology,3,4,1,1,2,6,6,researcher/academia,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,25,30,10,10,5,20,27.27272727,18.18181818,9.090909091,22.72727273,4.545454545,18.18181818,36.36363636,18.18181818,4.545454545,18.18181818,4.545454545,18.18181818,8,10,9,8,7,3.857142857,6.25,6.842105263,4.65,5.833333333,4.547619048,285,5,5,5,4,4,4,4.5,8,0,5,24,engineering,5,6,1,1,4,6,6,finance or engineering,7,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,4.571428571,6.714285714,7,4.619047619,6.142857143,5.380952381
260--285,5,-0.18,0,1,0,,1, ,1,1,260,6,9,7,7,6,5,7,4,0,4,27,Genetics,10,4,4,4,2,7,3,Scientist/educator,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,19,20,19,14,13,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,5.619047619,6.85,7.55,6,6.833333333,6.19047619,285,6,6,6,6,6,6,6,6,0,5,24,engineering,5,6,1,1,4,6,6,finance or engineering,7,5,7,6,10,9,10,9,14,5,9,7,3,10,10,10,10,10,10,20,20,25,25,5,5,20,20,25,25,5,5,20,20,25,25,5,5,8,10,10,10,8,4.571428571,6.714285714,7,4.619047619,6.142857143,5.380952381
263--288,3,0.18,0,1,,0, ,4,1,1,263,5,10,9,7,7,7,8,1,0,2,26,Psychology,3,1,9,10,1,6,2,Who knows,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20,20,20,10,20,10,10,30,30,5,20,5,50,30,5,5,5,5,8,8,8,8,5,5.857142857,7.142857143,7.55,7.285714286,6.421052632,6.80952381,288,6,5,7,7,6,7,7,4,0,1,27,Sociology,3,2,3,5,1,6,3,professor,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,40,5,10,20,5,20,30,20,5,25,10,10,5,8,7,8,7,6,6.80952381,7.095238095,6.142857143,6.55,6.095238095
266--288,20,0.43,1,1,,0, ,4,1,1,266,6,8,8,7,5,,8,5,0,4,28,french,16,2,2,2,2,7,3,undecided,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4,25,20,20,25,0,10,30,10,10,20,20,10,39,20,15,20,0,6,8,8,7,7,4,7.357142857,7.875,7.775,7.075,6.25,7,288,7,6,7,6,5,5,6,3,0,1,27,Sociology,3,2,3,5,1,6,3,professor,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,40,5,10,20,5,20,30,20,5,25,10,10,5,8,7,8,7,6,6.80952381,7.095238095,6.142857143,6.55,6.095238095
268--288,19,0.56,0,1,0,0,9,4,1,1,268,7,7,7,7,,,7,6,0,5,24,GS Postbacc PreMed,4,3,1,1,5,6,1,Medicine,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,30,20,20,10,15,5,30,15,15,15,10,15,30,10,15,20,10,15,9,9,8,9,9,8.5,8.175,8.225,7.525,7.763157895,7.880952381,288,5,5,6,5,5,5,6,4,0,1,27,Sociology,3,2,3,5,1,6,3,professor,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,40,5,10,20,5,20,30,20,5,25,10,10,5,8,7,8,7,6,6.80952381,7.095238095,6.142857143,6.55,6.095238095
269--288,9,0.42,1,1,,0, ,4,1,1,269,7,9,8,7,8,6,8,6,0,1,24,Art History,7,2,4,5,2,6,2,professor,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6,20,10,30,15,15,10,30,5,20,30,5,10,31.57894737,10.52631579,10.52631579,31.57894737,5.263157895,10.52631579,8,8,6,8,7,7.476190476,7.736842105,8,7.142857143,7.166666667,7.142857143,288,6,7,7,6,5,5,6,3,0,1,27,Sociology,3,2,3,5,1,6,3,professor,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,40,5,10,20,5,20,30,20,5,25,10,10,5,8,7,8,7,6,6.80952381,7.095238095,6.142857143,6.55,6.095238095
256--289,18,-0.13,1,1,,5, ,0,1,1,256,7,7,6,7,5,3,7,8,0,2,24,Medicine,4,4,6,5,2,6,4,Physician,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,6,15,25,20,20,10,10,20,15,15,20,10,20,30,10,20,25,5,10,6,9,6,8,6,6.571428571,7.2,7.55,6.333333333,6.894736842,6.333333333,289,6,8,8,8,7,7,7,6,0,2,28,MBA / Master of International Affairs (SIPA),8,4,1,2,1,4,1,Venture Capital/Consulting/Government,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,70,5,5,20,0,0,30,20,15,15,20,0,4,9,10,8,8,6.095238095,7.047619048,7.19047619,7.380952381,6.65,6.666666667
263--289,4,0.18,0,1,,5, ,0,1,1,263,6,10,9,10,8,5,10,6,0,2,26,Psychology,3,1,9,10,1,6,2,Who knows,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20,20,20,10,20,10,10,30,30,5,20,5,50,30,5,5,5,5,8,8,8,8,5,5.857142857,7.142857143,7.55,7.285714286,6.421052632,6.80952381,289,7,9,8,8,5,7,8,6,0,2,28,MBA / Master of International Affairs (SIPA),8,4,1,2,1,4,1,Venture Capital/Consulting/Government,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,70,5,5,20,0,0,30,20,15,15,20,0,4,9,10,8,8,6.095238095,7.047619048,7.19047619,7.380952381,6.65,6.666666667
266--289,21,0.27,0,1,,5, ,0,1,1,266,7,9,8,7,5,,8,7,0,4,28,french,16,2,2,2,2,7,3,undecided,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4,25,20,20,25,0,10,30,10,10,20,20,10,39,20,15,20,0,6,8,8,7,7,4,7.357142857,7.875,7.775,7.075,6.25,7,289,8,9,8,8,3,6,8,7,0,2,28,MBA / Master of International Affairs (SIPA),8,4,1,2,1,4,1,Venture Capital/Consulting/Government,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,70,5,5,20,0,0,30,20,15,15,20,0,4,9,10,8,8,6.095238095,7.047619048,7.19047619,7.380952381,6.65,6.666666667
268--289,20,0.48,0,1,0,5,9,0,1,1,268,5,7,9,6,8,8,8,4,0,5,24,GS Postbacc PreMed,4,3,1,1,5,6,1,Medicine,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,30,20,20,10,15,5,30,15,15,15,10,15,30,10,15,20,10,15,9,9,8,9,9,8.5,8.175,8.225,7.525,7.763157895,7.880952381,289,10,9,8,6,5,8,8,3,0,2,28,MBA / Master of International Affairs (SIPA),8,4,1,2,1,4,1,Venture Capital/Consulting/Government,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,70,5,5,20,0,0,30,20,15,15,20,0,4,9,10,8,8,6.095238095,7.047619048,7.19047619,7.380952381,6.65,6.666666667
269--289,10,0.24,0,1,,5, ,0,1,1,269,8,8,8,7,7,4,8,7,0,1,24,Art History,7,2,4,5,2,6,2,professor,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6,20,10,30,15,15,10,30,5,20,30,5,10,31.57894737,10.52631579,10.52631579,31.57894737,5.263157895,10.52631579,8,8,6,8,7,7.476190476,7.736842105,8,7.142857143,7.166666667,7.142857143,289,9,9,10,9,8,9,9,6,0,2,28,MBA / Master of International Affairs (SIPA),8,4,1,2,1,4,1,Venture Capital/Consulting/Government,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,70,5,5,20,0,0,30,20,15,15,20,0,4,9,10,8,8,6.095238095,7.047619048,7.19047619,7.380952381,6.65,6.666666667
263--290,12,0.31,0,1,,, , ,1,1,263,8,9,9,9,8,7,8,6,,2,26,Psychology,3,1,9,10,1,6,2,Who knows,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20,20,20,10,20,10,10,30,30,5,20,5,50,30,5,5,5,5,8,8,8,8,5,5.857142857,7.142857143,7.55,7.285714286,6.421052632,6.80952381,290,5,7,8,7,7,8,7,5,0,2,34,genetics,10,2,2,6,2,5,2,research,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,30,30,10,20,5,5,15,5,20,30,25,5,5,4,5,10,9,6.571428571,6.333333333,7.523809524,5.380952381,6.380952381,5.857142857
268--290,7,0.23,0,1,0,,9, ,1,1,268,8,8,9,8,8,8,9,6,0,5,24,GS Postbacc PreMed,4,3,1,1,5,6,1,Medicine,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,30,20,20,10,15,5,30,15,15,15,10,15,30,10,15,20,10,15,9,9,8,9,9,8.5,8.175,8.225,7.525,7.763157895,7.880952381,290,9,8,8,8,7,7,8,7,0,2,34,genetics,10,2,2,6,2,5,2,research,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,30,10,30,10,5,15,30,30,10,20,5,5,15,5,20,30,25,5,5,4,5,10,9,6.571428571,6.333333333,7.523809524,5.380952381,6.380952381,5.857142857
252--291,9,-0.16,0,1,,, , ,1,1,252,1,7,9,2,9,2,2,8,0,2,28,Political Science,13,3,1,1,1,6,2,Professor,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,30,20,10,30,0,0,20,5,20,20,20,15,9,9,9,9,10,6.833333333,7.761904762,7.25,7.142857143,6.894736842,6.30952381,291,6,10,8,9,8,7,7,6,0,5,27,medicine and biochemistry,10,4,5,5,1,3,2,doctor and entrepreneur,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,30,10,10,20,10,20,30,15,20,20,5,10,6,9,7,9,9,5.095238095,7.095238095,8.142857143,6.095238095,7.857142857,6.285714286
260--291,20,0.47,1,1,0,,1, ,1,1,260,6,7,9,7,10,7,7,5,0,4,27,Genetics,10,4,4,4,2,7,3,Scientist/educator,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,19,20,19,14,13,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,5.619047619,6.85,7.55,6,6.833333333,6.19047619,291,6,8,8,6,6,7,6,7,0,5,27,medicine and biochemistry,10,4,5,5,1,3,2,doctor and entrepreneur,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,30,10,10,20,10,20,30,15,20,20,5,10,6,9,7,9,9,5.095238095,7.095238095,8.142857143,6.095238095,7.857142857,6.285714286
261--291,15,0.3,1,1,0,,2, ,1,1,261,4,8,8,7,8,6,7,5,1,4,26,biology,10,4,1,4,1,7,2,scientific research for now but who knows,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,15,20,20,20,15,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5.285714286,6.35,7.19047619,5.55,5.842105263,5.666666667,291,6,7,8,7,6,6,6,6,1,5,27,medicine and biochemistry,10,4,5,5,1,3,2,doctor and entrepreneur,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,30,10,10,20,10,20,30,15,20,20,5,10,6,9,7,9,9,5.095238095,7.095238095,8.142857143,6.095238095,7.857142857,6.285714286
266--291,1,0.28,0,1,,, , ,1,1,266,7,8,9,9,9,6,7,8,0,4,28,french,16,2,2,2,2,7,3,undecided,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4,25,20,20,25,0,10,30,10,10,20,20,10,39,20,15,20,0,6,8,8,7,7,4,7.357142857,7.875,7.775,7.075,6.25,7,291,7,9,9,8,5,8,7,7,0,5,27,medicine and biochemistry,10,4,5,5,1,3,2,doctor and entrepreneur,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,30,10,10,20,10,20,30,15,20,20,5,10,6,9,7,9,9,5.095238095,7.095238095,8.142857143,6.095238095,7.857142857,6.285714286
269--291,11,0.35,0,1,,, , ,1,1,269,7,8,9,8,9,8,7,7,0,1,24,Art History,7,2,4,5,2,6,2,professor,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6,20,10,30,15,15,10,30,5,20,30,5,10,31.57894737,10.52631579,10.52631579,31.57894737,5.263157895,10.52631579,8,8,6,8,7,7.476190476,7.736842105,8,7.142857143,7.166666667,7.142857143,291,6,8,8,6,6,7,7,7,0,5,27,medicine and biochemistry,10,4,5,5,1,3,2,doctor and entrepreneur,4,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,30,10,10,20,10,20,30,15,20,20,5,10,6,9,7,9,9,5.095238095,7.095238095,8.142857143,6.095238095,7.857142857,6.285714286
258--292,6,0.33,0,1,,, , ,1,1,258,9,10,9,9,8,,8,5,0,5,25,MA Science Education,9,6,1,10,1,6,1,Teacher,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,7,35,20,20,5,13,18,13,14,10,33,12,50,8,9,17,5,11,6,10,8,9,5,6.904761905,7.25,7.19047619,6.9,6.555555556,6.785714286,292,7,9,8,9,6,7,9,7,0,6,28,International Affairs,13,1,7,1,1,2,1,Int'l Business,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,30,13,12,20,10,15,10,21,22,15,15,17,8,10,8,10,10,7.333333333,6.952380952,7.380952381,6.619047619,7.047619048,6.80952381
263--292,15,-0.2,1,1,,, , ,1,1,263,10,8,9,10,10,7,9,4,0,2,26,Psychology,3,1,9,10,1,6,2,Who knows,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20,20,20,10,20,10,10,30,30,5,20,5,50,30,5,5,5,5,8,8,8,8,5,5.857142857,7.142857143,7.55,7.285714286,6.421052632,6.80952381,292,6,10,10,8,7,6,7,7,0,6,28,International Affairs,13,1,7,1,1,2,1,Int'l Business,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,30,13,12,20,10,15,10,21,22,15,15,17,8,10,8,10,10,7.333333333,6.952380952,7.380952381,6.619047619,7.047619048,6.80952381
266--292,11,0.53,0,1,,, , ,1,1,266,6,7,8,6,4,0,6,3,0,4,28,french,16,2,2,2,2,7,3,undecided,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4,25,20,20,25,0,10,30,10,10,20,20,10,39,20,15,20,0,6,8,8,7,7,4,7.357142857,7.875,7.775,7.075,6.25,7,292,7,10,8,5,7,4,7,8,0,6,28,International Affairs,13,1,7,1,1,2,1,Int'l Business,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,30,13,12,20,10,15,10,21,22,15,15,17,8,10,8,10,10,7.333333333,6.952380952,7.380952381,6.619047619,7.047619048,6.80952381
268--292,10,0.43,0,1,0,,9, ,1,1,268,9,8,9,8,8,7,9,6,0,5,24,GS Postbacc PreMed,4,3,1,1,5,6,1,Medicine,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,30,20,20,10,15,5,30,15,15,15,10,15,30,10,15,20,10,15,9,9,8,9,9,8.5,8.175,8.225,7.525,7.763157895,7.880952381,292,8,10,7,7,7,6,7,5,0,6,28,International Affairs,13,1,7,1,1,2,1,Int'l Business,7,10,5,8,8,7,5,10,7,9,7,4,7,9,5,10,1,1,6,20,18,20,17,10,15,30,13,12,20,10,15,10,21,22,15,15,17,8,10,8,10,10,7.333333333,6.952380952,7.380952381,6.619047619,7.047619048,6.80952381
