"","pair_id","order","interest_corr","samerace","match","calls_from_female","calls_from_male","calls_to_female","calls_to_male","female_dec","male_dec","female_id","f_rate_m_attr","f_rate_m_sinc","f_rate_m_intel","f_rate_m_fun","f_rate_m_amb","f_rate_m_shar","f_rate_m_like","f_rate_m_prob","f_rate_m_met_before","f_est_matches","f_age","f_field","f_field_num","f_race","f_imp_race","f_imp_relig","f_goal","f_dat_freq","f_out_freq","f_career","f_career_num","f_like_sports","f_like_tvsports","f_like_exercise","f_like_dining","f_like_museums","f_like_art","f_like_hiking","f_like_gaming","f_like_clubbing","f_like_reading","f_like_tv","f_like_theater","f_like_movies","f_like_concerts","f_like_music","f_like_shopping","f_like_yoga","f_exp_happy","f_pref_attr","f_pref_sinc","f_pref_intel","f_pref_fun","f_pref_amb","f_pref_shar","f_genderpref_attr","f_genderpref_sinc","f_genderpref_intel","f_genderpref_fun","f_genderpref_amb","f_genderpref_shar","f_oppgender_pref_attr","f_oppgender_pref_sinc","f_oppgender_pref_intel","f_oppgender_pref_fun","f_oppgender_pref_amb","f_oppgender_pref_shar","f_rate_self_attr","f_rate_self_sinc","f_rate_self_fun","f_rate_self_intel","f_rate_self_amb","f_avg_attr","f_avg_sinc","f_avg_fun","f_avg_intel","f_avg_amb","f_avg_like","male_id","m_rate_f_attr","m_rate_f_sinc","m_rate_f_intel","m_rate_f_fun","m_rate_f_amb","m_rate_f_shar","m_rate_f_like","m_rate_f_prob","m_rate_f_met_before","m_est_matches","m_age","m_field","m_field_num","m_race","m_imp_race","m_imp_relig","m_goal","m_dat_freq","m_out_freq","m_career","m_career_num","m_like_sports","m_like_tvsports","m_like_exercise","m_like_dining","m_like_museums","m_like_art","m_like_hiking","m_like_gaming","m_like_clubbing","m_like_reading","m_like_tv","m_like_theater","m_like_movies","m_like_concerts","m_like_music","m_like_shopping","m_like_yoga","m_exp_happy","m_pref_attr","m_pref_sinc","m_pref_intel","m_pref_fun","m_pref_amb","m_pref_shar","m_gender_pref_attr","m_gender_pref_sinc","m_gender_pref_intel","m_gender_pref_fun","m_gender_pref_amb","m_gender_pref_shar","m_opp_gender_pref_attr","m_opp_gender_pref_sinc","m_opp_gender_pref_intel","m_opp_gender_pref_fun","m_opp_gender_pref_amb","m_opp_gender_pref_shar","m_rate_self_attr","m_rate_self_sinc","m_rate_self_fun","m_rate_self_intel","m_rate_self_amb","m_avg_attr","m_avg_sinc","m_avg_fun","m_avg_intel","m_avg_amb","m_avg_like","PCAVector1","PCAVector2"
"2585","347--368",11,0.52,0,0,NA,0,NA,0,0,0,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,"EDUCATION",9,1,1,1,5,6,1,"GOVERNOR",13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,30,5,10,20,30,5,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,3.2,6.466666667,5.866666667,4.2,4.6,3.8,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.10991593560026,5.38666567506688
"2586","348--368",12,0.67,0,0,NA,0,NA,0,1,0,348,7,8,8,8,8,7,3,4,0,3,21,"EDUCATION",9,4,3,3,2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,4.705882353,7.470588235,7.176470588,6.588235294,6.294117647,5.852941176,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.36986997195094,1.40913880604215
"2587","349--368",5,0.08,0,1,0,0,3,0,1,1,349,4,8,6,8,7,8,8,8,0,5,33,"Organizational Psychology",3,2,1,7,1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,25,20,10,20,20,5,15,20,20,10,25,10,45.45454545,4.545454545,18.18181818,27.27272727,4.545454545,0,7,8,8,9,7,8.176470588,8.117647059,7.529411765,7.705882353,7.352941176,7.382352941,368,7,8,7,8,8,7,6.5,6,NA,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.66303223031295,-2.50680186578422
"2588","350--368",1,0.02,0,1,NA,0,NA,0,1,1,350,6,10,9,8,6,6,7,7,0,2,31,"Applied Physiology & Nutrition",10,2,9,5,2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7.666666667,7.777777778,7.611111111,7.277777778,7.111111111,7.083333333,368,7,8,7,8,7,6,6.5,6,0,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.60623436423786,-1.73319957828341
"2589","351--368",9,0.24,0,0,NA,0,NA,0,0,1,351,7,7,7,7,7,7,7,7,0,NA,35,"music education",9,4,1,3,2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,6.882352941,7.411764706,7.058823529,5.529411765,6.117647059,5.882352941,368,8,7,7,7,7,6,6,6,0,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.45523662280422,0.613636454298139
"2590","352--368",10,-0.09,1,0,NA,0,NA,0,1,0,352,8,8,8,9,7,9,9,7,0,5,29,"Music Education",9,6,6,6,2,4,3,"Artist",6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,5.888888889,7.944444444,7,5.277777778,5.5,5.277777778,368,7,9,8,7,6,6,6,6,NA,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.37706348767882,1.74194999142789
"2591","353--368",11,0.32,0,0,NA,0,NA,0,0,0,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,"music education",9,4,7,7,1,2,1,"teacher",2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,15,10,25,25,10,15,16.36363636,16.36363636,17.27272727,17.27272727,16.36363636,16.36363636,6,6,6,6,6,4.9375,7.8125,6.75,4.8125,5.3125,4.4375,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.27921452712548,3.08114514244587
"2592","354--368",15,0.11,0,1,1,0,4,0,1,1,354,8,9,9,9,10,9,9,8,0,12,22,"Clinical Psychology",3,2,9,8,1,6,1,"Clinical Psychology",3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6,7,20,10,20,20,20,10,25,5,20,15,17,18,36.36363636,4.545454545,9.090909091,22.72727273,13.63636364,13.63636364,7,7,10,8,8,6.833333333,7.166666667,7,7.833333333,7.166666667,6.983333333,368,7,8,8,8,8,9,7,8,0,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.55842402227005,-1.20500186235574
"2593","355--368",16,0.06,0,0,NA,0,NA,0,0,0,355,7,6,5,5,5,5,4,5,NA,2,24,"Clinical Psychology",3,2,10,2,1,4,3,"Clinical Psychologist",3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,7,50,20,10,5,10,5,50,20,10,5,10,5,60,10,5,20,5,0,6,10,8,8,8,7.235294118,7.411764706,6.764705882,7.058823529,6.705882353,6.705882353,368,7,8,7,8,7,7,6,6,0,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.54711935564711,-0.82101822499653
"2594","356--368",2,-0.1,0,0,NA,0,NA,0,0,1,356,7,9,7,7,7,7,7,6,0,1,27,"Counseling Psychology",3,2,2,4,1,7,2,"Psychologist",3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,4,15,25,20,20,0,20,30,10,15,15,30,0,50,0,20,25,0,5,7,10,8,9,6,7.988888889,7.666666667,7.888888889,5.555555556,6.888888889,6.888888889,368,7,7,8,7,7,7,6,5,0,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.56789694633741,-1.01536559262306
"2595","357--368",4,0.12,0,1,0,0,2,0,1,1,357,4,8,8,9,NA,8,7,6,0,1,27,"education",9,4,10,10,1,4,2,"education",2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1,1,15,20,20,20,20,5,15,20,15,20,10,20,60,0,5,20,0,15,6,10,7,7,6,7.588235294,7.941176471,7.941176471,6.941176471,6.882352941,7.117647059,368,7,9,8,8,7,7,6,7,0,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.59691459386507,-1.57289608175425
"2596","358--368",14,0.4,0,0,NA,0,NA,0,0,1,358,7,7,7,7,7,7,7,7,0,2,26,"MBA",8,4,1,1,1,5,3,"Marketing or Strategy and Business Development",7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,20,10,25,25,10,10,30,5,25,10,25,5,40,5,10,10,5,30,8,7,8,8,7,7.411764706,7.588235294,8.411764706,6.588235294,8.529411765,6.764705882,368,9,6,8,7,9,7,6,4,0,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.58157025431294,-1.66380295956464
"2597","359--368",12,0.3,0,0,1,0,1,0,0,0,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,"Communications in Education",6,2,1,5,2,6,3,"reorganizing society. no, I am not being flip.",9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,13,10,13,25,14,25,7,8,25,10,25,7,10,2,9,8,6.21875,6.8125,7.46875,5.3125,6.625,5.34375,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.39435003474807,1.25002182180303
"2598","360--368",17,-0.22,1,0,4,0,1,0,1,0,360,8,8,7,7,8,6,8,7,0,3,24,"psychology",3,6,8,4,2,6,2,"Clinical Psychologist",3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,20,30,10,10,10,20,30,10,10,20,10,20,30,10,10,20,10,20,8,10,8,8,8,6.0625,7.875,7.6,5.933333333,6.533333333,5.9375,368,7,9,9,8,7,7,6,6,0,3,24,"Intrernational Affairs",13,6,1,1,1,4,2,"Journalist",6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6.25,7.8125,7.4375,7.5625,7,6.875,1.44074415990158,0.593849303238669
"2599","341--369",7,0.57,0,0,NA,5,NA,1,0,0,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,23,"Political Science",13,4,3,10,1,6,1,"undecided",10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10,5,20,20,20,20,20,0,50,10,5,20,5,10,50,10,5,20,5,10,6,6,6,6,7,7.0625,7.625,7.4375,7.1875,6.5625,6.9375,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,1.05279412352391,-1.01744959454991
"2600","342--369",4,0.05,0,0,NA,5,NA,1,0,1,342,4,4,5,6,NA,NA,6,6,0,6,33,"Ed.D. in higher education policy at TC",9,3,2,1,1,6,3,"University President",2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,2,40,15,25,5,15,0,55,10,5,15,5,10,70,5,5,15,5,0,10,10,10,10,10,5.9375,6.75,6.75,6.1875,6.4375,6,369,10,8,7,5,5,6,8,8,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.912055836121244,0.926841681440332
"2601","343--369",10,0.49,1,0,0,5,2,1,0,0,343,5,6,5,7,NA,NA,5,5,0,2,32,"Epidemiology",10,2,5,6,3,2,1,"Epidemiologist",4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,5,25,20,10,15,25,15,20,15,15,15,20,30,15,7,20,8,20,4,8,6,10,7,5.25,7.75,7.8125,5.8125,7.25,5.5625,369,8,7,10,8,7,4,5,7,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.884914909629175,1.09644897910241
"2602","344--369",11,-0.06,0,1,NA,5,NA,1,1,1,344,6,6,7,9,8,9,7,9,0,9,26,"International Security Policy - SIPA",13,3,1,3,3,4,3,"Security Policy - Homeland Defense",9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,15,15,15,20,20,15,20,10,20,20,10,20,30,10,10,20,10,20,7,7,8,8,9,6.888888889,7.277777778,7.555555556,7.166666667,7.444444444,6.694444444,369,10,8,9,10,9,6,8,5,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,1.03935666833679,-1.01355793564159
"2603","345--369",17,0.04,1,1,0,5,1,1,1,1,345,7,10,8,10,6,5,7,10,0,2,24,"Nutrition",10,2,7,6,2,7,4,"Nutritionist",4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,10,20,27,23,15,5,50,0,0,0,0,0,35,10,10,25,10,10,7,9,7,9,7,6,7.625,7.5625,7,6.625,6.25,369,10,8,10,8,8,8,9,8,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.969569808045862,0.0136096035138437
"2604","347--369",15,-0.19,0,0,NA,5,NA,1,1,0,347,7,10,9,10,9,5,8,4,0,2,26,"EDUCATION",9,1,1,1,5,6,1,"GOVERNOR",13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,30,5,10,20,30,5,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,3.2,6.466666667,5.866666667,4.2,4.6,3.8,369,4,4,5,4,4,3,5,7,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.606215062362823,5.38603908571833
"2605","348--369",16,0.39,0,0,NA,5,NA,1,1,0,348,8,7,6,10,7,3,3,3,0,3,21,"EDUCATION",9,4,3,3,2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,4.705882353,7.470588235,7.176470588,6.588235294,6.294117647,5.852941176,369,4,4,5,4,4,3,5,7,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.866169098713496,1.40851221669359
"2606","349--369",9,0.46,1,0,0,5,3,1,0,0,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,"Organizational Psychology",3,2,1,7,1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,25,20,10,20,20,5,15,20,20,10,25,10,45.45454545,4.545454545,18.18181818,27.27272727,4.545454545,0,7,8,8,9,7,8.176470588,8.117647059,7.529411765,7.705882353,7.352941176,7.382352941,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,1.15933135707551,-2.50742845513278
"2607","350--369",5,0.18,1,0,NA,5,NA,1,0,1,350,5,1,4,4,5,1,3,3,0,2,31,"Applied Physiology & Nutrition",10,2,9,5,2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7.666666667,7.777777778,7.611111111,7.277777778,7.111111111,7.083333333,369,8,8,10,9,10,5,6,4,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,1.10253349100042,-1.73382616763196
"2608","351--369",13,0.75,0,1,NA,5,NA,1,1,1,351,7,8,8,7,7,6,6,6,0,NA,35,"music education",9,4,1,3,2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,6.882352941,7.411764706,7.058823529,5.529411765,6.117647059,5.882352941,369,6,8,8,4,5,4,4,6,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.951535749566774,0.613009864949583
"2609","352--369",14,0.3,0,1,NA,5,NA,1,1,1,352,7,7,7,9,7,8,8,7,0,5,29,"Music Education",9,6,6,6,2,4,3,"Artist",6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,5.888888889,7.944444444,7,5.277777778,5.5,5.277777778,369,7,10,9,6,6,3,6,8,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.873362614441375,1.74132340207933
"2610","353--369",15,0.42,0,1,NA,5,NA,1,1,1,353,8,8,8,7,7,NA,8,5,0,5,25,"music education",9,4,7,7,1,2,1,"teacher",2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,15,10,25,25,10,15,16.36363636,16.36363636,17.27272727,17.27272727,16.36363636,16.36363636,6,6,6,6,6,4.9375,7.8125,6.75,4.8125,5.3125,4.4375,369,6,10,9,5,5,6,6,9,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.775513653888037,3.08051855309732
"2611","354--369",1,0.22,1,1,1,5,4,1,1,1,354,5,10,8,10,6,10,8,10,0,12,22,"Clinical Psychology",3,2,9,8,1,6,1,"Clinical Psychology",3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6,7,20,10,20,20,20,10,25,5,20,15,17,18,36.36363636,4.545454545,9.090909091,22.72727273,13.63636364,13.63636364,7,7,10,8,8,6.833333333,7.166666667,7,7.833333333,7.166666667,6.983333333,369,10,9,10,10,10,10,10,10,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,1.05472314903261,-1.20562845170429
"2612","355--369",2,0.23,1,0,NA,5,NA,1,0,1,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,"Clinical Psychology",3,2,10,2,1,4,3,"Clinical Psychologist",3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,7,50,20,10,5,10,5,50,20,10,5,10,5,60,10,5,20,5,0,6,10,8,8,8,7.235294118,7.411764706,6.764705882,7.058823529,6.705882353,6.705882353,369,NA,NA,NA,NA,NA,NA,NA,NA,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,1.04341848240967,-0.821644814345085
"2613","356--369",6,0.42,1,0,NA,5,NA,1,0,0,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27,"Counseling Psychology",3,2,2,4,1,7,2,"Psychologist",3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,4,15,25,20,20,0,20,30,10,15,15,30,0,50,0,20,25,0,5,7,10,8,9,6,7.988888889,7.666666667,7.888888889,5.555555556,6.888888889,6.888888889,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,1.06419607309996,-1.01599218197161
"2614","357--369",8,0.55,0,0,0,5,2,1,0,0,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27,"education",9,4,10,10,1,4,2,"education",2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1,1,15,20,20,20,20,5,15,20,15,20,10,20,60,0,5,20,0,15,6,10,7,7,6,7.588235294,7.941176471,7.941176471,6.941176471,6.882352941,7.117647059,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,1.09321372062762,-1.57352267110281
"2615","358--369",18,-0.17,0,0,NA,5,NA,1,0,1,358,7,8,7,8,7,6,7,6,0,2,26,"MBA",8,4,1,1,1,5,3,"Marketing or Strategy and Business Development",7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,20,10,25,25,10,10,30,5,25,10,25,5,40,5,10,10,5,30,8,7,8,8,7,7.411764706,7.588235294,8.411764706,6.588235294,8.529411765,6.764705882,369,8,8,10,6,10,3,5,1,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,1.07786938107549,-1.66442954891319
