customerID,gender,PhoneSubscriber,MoreThenOneLine,InternetServiceSubscriber,OnlineSecuritySubscriber,OnlineBackupSubscriber,DeviceProtectionSubscriber,TechSupportSubscriber,StreamingTVSubscriber,StreamingMoviesSubscriber,ContractLength,UsesPaperlessBilling,MethodOfPayment,MonthsACustomer,Senior,HasPartner,HasDependents,MonthlyPayments,TotalPayments
7954-MLBUN,Male,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),31,0,No,No,99.45,3109.9
3038-PQIUY,Female,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38,0,No,No,66.15,2522.4
9846-GKXAS,Female,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),9,0,No,No,90.8,809.75
9871-ELEYA,Female,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),34,0,No,Yes,67.65,2339.3
8708-XPXHZ,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,42,0,Yes,Yes,94.2,4186.3
0187-QSXOE,Male,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,7,1,Yes,No,89,605.45
8249-THVEC,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,51,0,Yes,Yes,19.4,997.75
3588-WSTTJ,Female,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,35,1,No,No,99.05,3554.6
9885-MFVSU,Female,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),35,0,Yes,Yes,46.35,1662.05
6646-QVXLR,Male,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,62,1,Yes,No,103.75,6383.35
9770-KXGQU,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,53,0,No,No,98.6,5311.85
3223-WZWJM,Male,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,26,0,No,No,83.95,2254.2
4572-DVCGN,Female,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),10,0,No,No,80.25,846
5206-XZZQI,Male,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53,0,No,No,80.6,4348.1
2824-DXNKN,Female,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),72,0,Yes,Yes,71.45,5025.85
4646-QZXTF,Female,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),7,0,Yes,No,81.25,580.1
9332-GYWLO,Female,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,6,0,Yes,Yes,54.85,355.1
4667-OHGKG,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,0,No,No,19.3,19.3
6650-BWFRT,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,0,Yes,No,117.15,8529.5
0862-PRCBS,Female,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),68,0,Yes,Yes,103.75,7039.45
9498-FIMXL,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,8,0,No,No,19.2,161.95
7977-HXJKU,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21,0,No,Yes,19.6,397
0637-YLETY,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),16,0,No,No,95.6,1555.65
0390-DCFDQ,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,1,Yes,No,70.45,70.45
8338-QIUNR,Male,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),72,0,Yes,Yes,66.5,4811.6
5136-GFPMB,Male,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),54,0,No,No,89.4,4869.5
4881-JVQOD,Male,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),10,1,Yes,Yes,34.55,362.6
7389-KBFIT,Female,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,2,0,Yes,Yes,30.25,63.75
3001-CBHLQ,Male,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,32,1,Yes,No,104.9,3351.55
7717-BICXI,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,60,0,Yes,Yes,20.55,1205.05
5816-SCGFC,Female,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,7,1,No,No,51.3,419.35
1183-CANVH,Female,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),23,0,Yes,No,60,1347.15
5442-BXVND,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33,0,Yes,Yes,24.25,838.5
6476-EPYZR,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12,0,Yes,Yes,20.5,255.5
8224-IVVPA,Female,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,27,0,No,No,56.7,1652.95
3668-QPYBK,Male,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,2,0,No,No,53.85,108.15
8374-UULRV,Male,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,0,No,No,86.05,6309.65
5960-WPXQM,Male,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0,No,No,79.05,79.05
6732-VAILE,Male,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70,0,Yes,Yes,85.95,5931.75
0618-XWMSS,Male,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28,0,No,Yes,74.9,2068.55
6778-JFCMK,Male,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,24,0,No,No,50.6,1288.75
3955-JBZZM,Male,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,20,0,No,No,78.8,1641.3
8591-NXRCV,Female,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41,0,No,No,74.65,3090.65
6447-GORXK,Male,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),31,0,No,Yes,25,789.2
7470-DYNOE,Male,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,53,0,No,No,61.1,3357.9
0516-OOHAR,Male,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),28,0,Yes,Yes,100.35,2799
6579-JPICP,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,No,No,20.4,20.4
2108-YKQTY,Female,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),4,0,No,No,50.7,151.3
9958-MEKUC,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),72,0,Yes,Yes,103.95,7517.7
8496-EJAUI,Male,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19,0,No,No,73.85,1424.5
3807-BPOMJ,Female,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,55,0,Yes,No,94.75,5276.1
3545-CNWRG,Female,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49,0,Yes,Yes,98.35,4889.2
5003-OKNNK,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),15,0,Yes,Yes,20.35,335.95
2749-CTKAJ,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22,0,Yes,Yes,20.15,419.9
5261-QSHQM,Female,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,0,No,No,24.45,86.6
5935-FCCNB,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,17,1,No,No,94.2,1608.15
1750-CSKKM,Male,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,9,0,No,Yes,55.35,449.75
7181-OQCUT,Male,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,21,0,No,No,103.85,2215
4680-KUTAJ,Female,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,1,No,No,55.6,580.8
5214-CHIWJ,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27,0,No,No,20.3,595.05
9611-CTWIH,Female,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,0,No,No,89.45,240.45
6645-MXQJT,Male,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,2,0,Yes,Yes,97.1,184.15
2017-CCBLH,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,8,0,No,No,20,141.6
4821-SJHJV,Female,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,32,0,Yes,Yes,89.6,2901.8
2931-SVLTV,Male,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40,0,Yes,Yes,110.1,4469.1
7382-DFJTU,Male,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),18,0,No,No,55.2,1058.1
5150-ITWWB,Male,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,1,No,No,94.85,335.75
5574-NXZIU,Male,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63,0,No,No,109.2,7049.75
1240-HCBOH,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,67,0,No,No,26.1,1759.55
2446-PLQVO,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,No,70.3,70.3
6260-ONULR,Male,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,1,0,No,No,62.8,62.8
6258-PVZWJ,Male,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),68,0,Yes,No,90.8,6302.85
1383-EZRWL,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,7,0,No,No,20.05,164.85
2065-MMKGR,Female,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),29,0,No,No,71,2080.1
9385-NXKDA,Female,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),72,0,Yes,No,82.65,5919.35
5197-YPYBZ,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),12,0,Yes,Yes,25.25,274.7
2887-JPYLU,Female,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41,0,No,Yes,45.2,1841.9
1452-VOQCH,Male,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,No,75.1,75.1
1013-QCWAM,Female,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66,1,Yes,No,100.8,6690.75
6244-BESBM,Male,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),69,0,Yes,Yes,95.2,6671.7
7711-GQBZC,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),71,0,Yes,Yes,24.7,1810.55
1732-VHUBQ,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47,1,Yes,Yes,70.55,3309.25
9659-QEQSY,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,45,0,No,No,115.65,5125.5
9818-XQCUV,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,0,No,No,20.35,45.3
9033-EOXWV,Female,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,12,0,No,No,74.05,872.65
8148-WOCMK,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),8,0,Yes,Yes,19.6,125
3967-KXAPS,Male,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,0,Yes,No,92.3,6719.9
3704-IEAXF,Female,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,0,Yes,Yes,53.65,3784
5647-FXOTP,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60,1,Yes,No,105.9,6401.25
2892-GESUL,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18,0,Yes,Yes,19.35,309.25
4390-KYULV,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),3,0,Yes,No,20.55,51.15
7379-POKDZ,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,0,Yes,No,70.3,208.85
0530-IJVDB,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,70,0,No,Yes,114.6,7882.5
0486-HECZI,Male,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,55,0,Yes,No,96.75,5238.9
0257-ZESQC,Female,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),27,1,Yes,No,75.2,1929.35
4378-MYPGO,Male,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),68,0,Yes,Yes,105.25,7173.15
1766-GKNMI,Male,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,29,0,No,No,84.9,2516.2
5897-ZYEKH,Female,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,67,1,Yes,No,105.6,7112.15
3173-NVMPX,Female,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,9,0,Yes,Yes,55.3,501.2
8780-RSYYU,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25,0,No,No,19.2,532.1
1137-DGOWI,Female,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),30,0,Yes,No,70.25,2198.9
5766-ZJYBB,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,No,No,19.4,19.4
7321-KKSDU,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32,0,No,Yes,20.5,696.8
5778-BVOFB,Female,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),9,0,No,No,59.5,530.05
8348-HFYIV,Male,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2,0,No,No,49.25,90.35
5201-CBWYG,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),62,0,Yes,Yes,24.8,1476.25
2592-SEIFQ,Male,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,3,0,No,No,24.75,66.95
9074-KGVOX,Male,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50,0,Yes,Yes,39.45,2021.35
5317-FLPJF,Female,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),66,0,No,No,61.35,4193.4
5976-JCJRH,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,10,0,Yes,No,70.3,738.2
4441-NIHPT,Female,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,13,1,No,No,74.3,940.35
4393-GEADV,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),70,0,Yes,Yes,114.75,7842.3
4933-BSAIP,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40,0,Yes,No,19.1,780.1
6235-VDHOM,Female,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,5,1,No,No,28.45,131.05
6754-WKSHP,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30,0,No,Yes,25.35,723.3
0412-UCCNP,Male,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,55,0,No,No,59.2,3175.85
7131-ZQZNK,Female,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60,0,Yes,Yes,59.85,3590.2
4770-QAZXN,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),13,0,No,No,19.45,232.1
0100-DUVFC,Male,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,70,1,Yes,No,104.8,7308.95
3486-NPGST,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36,0,No,No,19.55,620.75
3174-RKMOW,Male,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,35,0,Yes,Yes,109.95,3782.4
0164-XAIRP,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24,0,No,No,19.55,470.2
7814-LEEVE,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1,0,Yes,No,20.3,20.3
2000-DHJUY,Female,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70,1,Yes,No,92.2,6474.45
2475-MROZF,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30,0,No,No,95,2852.4
6463-HHXJR,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),71,0,Yes,Yes,100.5,7030.65
3663-MITLP,Female,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,15,0,No,No,101.25,1457.25
0661-XEYAN,Female,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,1,No,No,25.8,25.8
6856-RAURS,Female,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2,0,No,No,74.9,136.05
1163-VIPRI,Female,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,65,0,Yes,Yes,109.3,7337.55
0491-KAPQG,Male,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21,0,No,No,73.7,1558.7
2651-ZCBXV,Male,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),54,0,No,No,108,5760.65
7396-VJUZB,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,4,0,Yes,Yes,45.25,155.35
5597-GLBUC,Female,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,0,No,No,85.45,85.45
9143-CANJF,Female,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,24,0,Yes,Yes,55.15,1319.85
2876-GZYZC,Female,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,13,0,No,No,85.95,1215.65
1456-TWCGB,Male,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,4,0,No,No,49.25,208.45
7473-ZBDSN,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,14,0,Yes,Yes,18.8,255.55
0270-THENM,Male,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),72,0,Yes,Yes,69.85,5102.35
5311-IHLEI,Male,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),12,0,No,No,50.95,605.75
7551-DACSP,Male,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,6,0,Yes,Yes,55.3,324.25
3162-ZJZFU,Male,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,53,0,Yes,Yes,92.55,4779.45
8443-ZRDBZ,Male,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,0,No,No,76.05,318.9
2924-KHUVI,Male,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,56,0,Yes,No,100.55,5514.95
8048-DSDFQ,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,No,No,20.2,20.2
4710-NKCAW,Male,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),5,0,Yes,Yes,64.4,316.9
4257-GAESD,Female,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),6,0,No,No,45,298.7
5928-QLDHB,Male,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,0,No,No,76.25,684.85
9442-JTWDL,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),11,0,No,No,20.05,237.7
5666-MBJPT,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65,0,No,No,25.1,1725
8008-HAWED,Male,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,14,0,No,No,50.75,712.75
0343-QLUZP,Male,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60,0,No,No,39.6,2424.5
8634-MPHTR,Male,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47,1,Yes,No,100.05,4871.05
6968-URWQU,Male,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,43,0,Yes,No,56.35,2391.15
8314-HTWVE,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,7,0,Yes,Yes,19.85,144.15
6559-ILWKJ,Male,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,71,0,Yes,No,49.35,3515.25
8079-XRJRS,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,65,0,Yes,No,89.75,5769.6
9494-BDNNC,Male,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,66,0,Yes,No,95.3,6273.4
3352-RICWQ,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,9,0,Yes,Yes,19.75,210.65
2692-BUCFV,Male,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29,1,No,No,101.45,2948.6
0623-EJQEG,Male,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,65,0,No,No,93.55,6069.25
2988-GBIVW,Female,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,70,1,Yes,No,90.85,6470.1
9050-IKDZA,Female,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,2,1,No,No,81.5,162.55
7365-BVCJH,Male,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,No,24.4,24.4
9103-CXVOK,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,0,Yes,Yes,19.75,19.75
2195-VVRJF,Male,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18,1,Yes,No,59.1,1011.05
6050-FFXES,Female,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),69,0,Yes,No,105.35,7240.65
2316-ESMLS,Female,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),12,0,Yes,Yes,33.15,444.75
5384-ZTTWP,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,15,0,Yes,Yes,19.8,272.95
8660-BUETV,Female,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3,0,No,No,44.75,148.05
0174-QRVVY,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71,0,Yes,Yes,25.35,1847.55
4631-OACRM,Male,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,15,1,No,No,79.4,1156.1
0947-MUGVO,Male,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,20,1,Yes,No,73.65,1463.5
6867-ACCZI,Female,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,24,0,Yes,Yes,52.5,1208.15
0280-XJGEX,Male,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49,0,No,No,103.7,5036.3
5760-WRAHC,Female,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,22,1,No,No,69.75,1545.4
