total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,loan_purpose,loan_repaid
6200,0.72,1900,998,1,23900,54,8,4,Yes
5900,0.72,562,4834,1,44900,20,3,4,Yes
6000,0.72,1181,1744,1,15300,61,0,3,No
2900,0.72,969,2539,1,16500,41,8,3,No
2800,0.72,618,1045,1,11800,70,8,4,No
7700,0.72,651,5982,1,29300,51,1,5,Yes
3500,0.72,916,1699,1,24900,26,8,4,No
6200,0.72,1059,3923,1,27600,47,4,1,Yes
3400,0.72,2891,3965,1,58800,39,1,4,Yes
4800,0.72,4863,3225,1,21800,65,7,3,Yes
2600,0.72,1184,11154,1,28400,30,8,1,Yes
3800,0.72,129,1377,1,50100,38,2,3,Yes
3600,0.72,222,2367,1,32600,28,2,5,No
2700,0.72,4148,4958,1,37100,39,1,4,Yes
4900,0.72,1379,3189,1,64200,24,8,4,Yes
3700,0.72,1219,1311,1,17900,42,3,5,Yes
5500,0.72,618,2760,1,14400,35,2,3,No
1900,0.72,3988,2212,1,37100,23,7,2,Yes
4500,0.72,3020,3776,1,48500,25,2,5,Yes
3900,0.72,3525,3175,1,49700,44,2,4,Yes
9300,0.72,478,6000,1,30500,56,8,5,Yes
2900,0.72,1520,2630,1,38800,38,1,2,No
800,0.72,1114,2576,1,22700,36,1,4,No
3300,0.72,1654,6875,1,23400,49,4,2,Yes
1600,0.72,3761,10296,1,41100,58,2,2,Yes
4400,0.72,620,2727,1,26900,47,4,1,No
7200,0.72,2525,5681,1,26700,30,8,4,Yes
5400,0.72,385,6304,1,23800,36,4,3,Yes
6700,0.72,1075,189,1,35100,37,2,2,Yes
3800,0.72,198,1134,1,37200,31,3,3,No
5800,0.72,4004,2559,1,11900,52,8,1,Yes
5100,0.72,3248,6273,1,30200,73,5,1,Yes
5100,0.72,362,1906,0,0,58,8,1,No
7300,0.72,3378,3798,1,17400,27,2,1,Yes
3100,0.72,3098,9370,1,44500,27,4,2,Yes
2000,0.72,1846,691,1,59800,54,8,3,Yes
4300,0.72,7089,6329,1,26200,31,4,4,Yes
4500,0.72,1041,3582,1,12800,46,1,5,No
2800,0.72,2498,4072,1,17400,23,8,1,Yes
3800,0.72,1291,3958,1,47500,45,1,4,Yes
5800,0.72,2292,4024,1,61800,39,4,1,Yes
4400,0.72,773,1799,1,8900,30,4,3,No
2800,0.72,1438,1255,1,9200,68,8,3,No
3600,0.72,1417,2907,1,31300,35,2,1,No
4700,0.72,6083,6010,1,57000,74,4,1,Yes
3400,0.72,1117,6908,1,50300,43,4,1,Yes
7300,0.72,1281,2413,1,20200,45,8,3,No
4400,0.72,6904,1607,1,39000,32,1,4,Yes
5600,0.72,1609,4498,1,52600,26,2,5,Yes
2500,0.72,1250,1410,1,37700,50,4,2,No
1400,0.72,4578,5756,1,40100,46,3,1,Yes
3000,0.72,2586,1983,1,43900,40,5,4,Yes
5600,0.72,1236,470,1,16400,53,8,5,No
3800,0.72,2482,5365,1,43100,56,1,3,Yes
2600,0.72,21,1783,1,31700,29,1,3,Yes
5300,0.72,6531,4815,1,36200,19,3,2,Yes
6400,0.71,731,5222,1,42900,41,5,1,Yes
6100,0.71,5932,6630,1,26400,32,6,1,Yes
2700,0.71,5654,5013,1,21000,22,2,3,Yes
5300,0.71,3548,2843,1,41400,28,8,3,Yes
6100,0.71,637,8913,1,21200,37,6,4,Yes
5800,0.71,3253,4410,1,55500,39,4,2,Yes
4400,0.71,958,881,1,23600,27,5,3,No
2900,0.71,1135,2244,0,0,45,1,2,No
7200,0.71,931,3467,1,51000,37,4,4,Yes
5700,0.71,1665,5800,1,40900,52,5,1,Yes
4500,0.71,5138,6444,1,16800,51,2,3,Yes
2200,0.71,307,2592,1,29700,36,5,3,No
2500,0.71,4968,5831,1,26400,44,2,4,Yes
4700,0.71,6420,9579,1,17400,34,2,3,Yes
4800,0.71,2874,5085,1,21400,40,8,3,Yes
2600,0.71,385,1859,0,0,51,6,5,No
7800,0.71,5444,3570,1,18800,48,3,4,Yes
4000,0.71,1031,1338,1,37900,35,1,4,No
7900,0.71,1238,4569,1,32100,56,6,1,Yes
5600,0.71,2434,857,1,22900,35,1,2,Yes
1600,0.71,5813,901,1,50000,29,8,1,Yes
6000,0.71,2507,5633,1,29600,26,1,5,Yes
3900,0.71,936,1878,1,26500,42,8,1,No
9700,0.71,2318,3383,1,37700,56,7,4,Yes
5000,0.71,4433,1094,1,34800,34,1,1,Yes
3800,0.71,3397,5937,1,36600,25,1,2,Yes
3300,0.71,1398,3384,1,11000,35,8,2,No
5200,0.71,4610,1842,1,43800,33,2,3,Yes
4800,0.71,67,1551,1,39500,58,5,1,No
6900,0.71,1898,4262,1,46200,18,2,4,Yes
4300,0.71,325,1440,1,51600,22,2,1,No
1300,0.71,1634,912,0,0,43,2,1,No
5100,0.71,924,3051,0,0,34,1,5,No
4900,0.71,5347,10096,1,41800,49,0,1,Yes
5400,0.71,736,2524,1,22000,32,8,4,No
6000,0.71,2569,606,1,41900,45,3,3,Yes
7200,0.71,4820,4098,1,11500,43,2,1,Yes
4100,0.71,1807,5473,1,47200,31,5,5,Yes
1600,0.71,3704,7090,1,55200,27,4,1,Yes
2700,0.71,4292,8118,1,44900,49,1,2,Yes
8900,0.71,3663,6693,1,58200,22,8,3,Yes
3900,0.71,657,7861,1,35200,19,1,1,Yes
6600,0.71,1245,3613,1,37800,58,4,3,No
3500,0.71,687,231,1,14700,50,1,2,No
3700,0.71,231,2306,1,17800,28,8,1,No
3600,0.71,2418,320,1,51200,44,2,4,Yes
5000,0.71,3037,2441,1,30200,39,8,1,Yes
3600,0.71,809,3398,1,46600,62,5,2,Yes
9100,0.71,4294,8682,1,72700,41,2,1,Yes
3100,0.71,731,3568,1,36500,54,6,1,Yes
6200,0.71,2397,6183,1,29800,32,7,2,Yes
5900,0.71,547,3094,1,38700,36,7,1,No
1900,0.71,1377,377,0,0,43,4,3,No
6000,0.71,1643,6534,1,51900,41,1,4,Yes
1200,0.71,908,2055,1,26600,45,0,3,No
3900,0.71,3830,3430,1,71700,42,1,1,Yes
5100,0.71,2641,5598,1,37300,46,2,4,Yes
4000,0.71,401,2494,1,13800,35,8,2,No
8700,0.71,6030,6480,1,23200,57,3,4,Yes
3300,0.71,182,1875,1,23300,42,3,2,No
3400,0.71,4020,1975,1,39200,40,3,1,Yes
3500,0.71,1893,5694,1,40700,39,1,4,Yes
10100,0.71,3841,2870,1,37800,43,2,3,Yes
2400,0.71,4049,5112,1,45500,40,3,5,Yes
8600,0.71,2748,4452,1,26900,49,8,3,Yes
5100,0.71,3417,4351,1,45000,20,2,4,Yes
6600,0.71,2647,4720,1,38300,68,8,3,Yes
2500,0.71,2803,4310,1,18000,46,4,3,Yes
2500,0.71,4471,1604,1,41900,42,2,5,Yes
2900,0.71,591,1685,1,35400,29,8,3,No
2200,0.71,2550,1703,1,43800,37,8,3,Yes
2200,0.71,1883,2219,1,41100,26,2,1,Yes
2300,0.71,5103,3318,1,47000,40,2,5,Yes
5700,0.71,3006,3568,1,4300,22,2,4,Yes
3100,0.71,1068,2064,1,35400,60,6,4,No
6900,0.71,3239,2009,1,36600,29,0,4,Yes
7500,0.71,4584,3903,1,62400,70,4,4,Yes
4900,0.71,3831,6886,1,5300,28,2,1,Yes
2700,0.71,227,1301,1,31600,33,8,1,No
8400,0.71,716,7062,1,30700,31,3,4,Yes
4300,0.71,5492,8313,1,39800,34,6,3,Yes
4600,0.71,341,8830,1,600,52,8,5,Yes
1400,0.71,1439,1888,1,44000,49,4,2,No
2700,0.71,2822,5642,1,34100,36,1,1,Yes
7800,0.71,3265,4436,1,55700,31,1,4,Yes
6600,0.71,483,2466,1,14200,28,4,4,Yes
5100,0.71,427,5113,1,20600,55,7,4,No
2200,0.71,1241,3351,1,34200,23,7,2,No
6700,0.71,3603,7432,1,30000,43,3,1,Yes
2400,0.71,384,3279,1,10600,31,8,3,No
3500,0.71,3323,3436,1,56800,62,1,3,Yes
6500,0.71,4266,2077,1,28700,44,2,3,Yes
2100,0.71,3541,5660,1,37600,39,2,4,Yes
1600,0.71,1664,299,1,25900,41,1,2,Yes
1800,0.71,997,1023,1,19000,39,1,3,No
2700,0.71,585,1550,1,39000,40,7,4,No
5600,0.71,1077,5073,1,28400,49,4,4,Yes
4000,0.71,1119,2388,1,35500,50,1,2,No
2900,0.71,3028,2182,1,22500,71,1,5,Yes
5500,0.71,1029,3565,1,34900,64,8,3,Yes
6800,0.71,2407,1138,1,26200,23,8,1,Yes
2000,0.71,615,322,1,22000,38,5,3,No
3500,0.71,1600,2168,1,17800,21,3,2,No
7600,0.71,1359,1562,1,26700,33,3,1,Yes
8800,0.71,6035,3184,1,48800,29,3,4,Yes
5900,0.71,4178,4321,1,4000,42,1,2,Yes
3100,0.71,541,5015,1,47000,36,1,4,Yes
7200,0.71,1892,2771,1,61300,33,5,1,Yes
4000,0.71,417,1751,1,38100,77,0,1,No
700,0.71,948,2232,1,27800,53,8,5,No
5400,0.71,987,2330,0,0,45,4,1,No
7200,0.71,1095,1441,1,25600,30,1,3,No
7900,0.71,1882,5974,1,8800,45,2,5,Yes
5100,0.71,5657,5059,1,18900,34,3,2,Yes
3700,0.71,4127,7354,1,50600,57,2,1,Yes
7500,0.71,3280,1264,1,19400,46,7,1,Yes
7000,0.71,4587,4454,1,28900,33,8,3,Yes
5000,0.71,303,5312,1,49100,32,1,1,Yes
5500,0.71,1229,2144,1,27600,71,3,5,No
1700,0.71,1203,1553,1,23500,25,2,4,No
3200,0.71,4071,4932,1,46000,19,8,4,Yes
7400,0.71,2852,1807,1,12500,33,4,3,Yes
5000,0.71,4374,4280,1,22400,34,2,5,Yes
2800,0.71,3632,3306,0,0,34,8,1,Yes
2600,0.71,1376,603,0,0,30,7,2,No
3100,0.71,966,503,1,18400,39,2,4,No
4000,0.71,1870,6118,1,35600,44,4,2,Yes
2100,0.71,3745,4906,1,8300,51,4,5,Yes
5400,0.71,3131,4245,1,49100,38,1,2,Yes
2900,0.71,3534,2377,1,30300,46,2,4,Yes
5100,0.71,1076,1993,1,2700,36,1,3,No
2900,0.71,2471,1803,1,59200,30,2,4,Yes
8200,0.71,136,7127,1,11900,33,1,3,Yes
7200,0.71,1880,4979,1,32800,36,3,4,Yes
6100,0.71,2966,4936,1,22600,61,4,4,Yes
3600,0.71,739,3086,0,0,19,2,5,No
4100,0.71,992,2951,0,0,32,2,5,No
4500,0.71,2766,4770,1,9100,49,4,2,Yes
3600,0.71,1630,1340,1,10300,39,8,2,No
2300,0.71,354,3649,1,38900,38,5,2,No
2200,0.71,1106,4294,1,33200,33,7,5,No
4900,0.71,6109,4597,1,32700,45,1,4,Yes
5800,0.71,7422,3932,1,33200,35,3,1,Yes
6400,0.71,4353,3388,1,18700,60,2,3,Yes
4400,0.71,2977,2866,1,15500,49,0,5,Yes
2900,0.71,527,2979,1,34200,37,2,4,No
4600,0.71,2080,3669,1,45600,50,5,3,Yes
7600,0.71,1198,2837,1,50600,51,2,3,Yes
1500,0.71,1858,2350,1,23200,36,5,2,No
4200,0.71,657,3366,0,0,48,3,3,No
4700,0.71,1076,1735,1,38900,31,8,2,No
3600,0.71,5327,3777,1,53400,35,1,3,Yes
5800,0.71,338,4022,1,53300,45,2,3,Yes
3700,0.71,1071,3132,1,37500,58,3,1,No
3300,0.71,2647,1813,1,25300,55,8,4,Yes
5300,0.71,1806,4545,1,16800,44,3,2,Yes
2800,0.71,870,756,1,45500,70,8,3,No
6300,0.71,848,1092,1,25600,79,1,3,Yes
4500,0.71,1563,2525,1,50900,39,2,5,Yes
6300,0.71,1025,2692,1,32500,62,8,3,No
2400,0.71,1201,1082,1,23500,47,4,2,No
6200,0.71,3287,1416,1,44200,49,2,3,Yes
4000,0.71,4734,5759,1,25200,36,8,1,Yes
6500,0.71,2244,1151,1,42700,41,3,1,Yes
2300,0.71,1358,3747,1,11500,68,1,3,No
3600,0.71,448,3099,1,20700,25,1,4,No
6000,0.71,1113,2268,1,46700,48,1,2,No
3300,0.71,2786,9614,1,46900,38,2,5,Yes
6300,0.71,1017,761,1,41900,33,6,5,No
2200,0.71,2201,4161,1,35800,46,2,1,Yes
5900,0.71,3759,5278,1,29100,61,2,4,Yes
8100,0.71,3255,3164,1,51100,57,1,2,Yes
2600,0.71,1458,1902,1,25700,21,7,1,No
7400,0.71,1883,5332,1,35600,29,1,3,Yes
7300,0.71,3404,4703,1,37400,18,1,2,Yes
5700,0.71,886,1616,1,39300,23,8,1,Yes
3700,0.71,509,3025,1,23900,61,2,2,No
5600,0.71,7585,3527,1,28300,55,8,4,Yes
3800,0.71,598,2109,1,14900,36,4,1,No
3000,0.71,3188,4295,1,43500,44,4,5,Yes
7500,0.71,2462,2340,1,30300,41,2,1,Yes
8100,0.71,2624,2367,1,17000,48,2,1,Yes
4700,0.71,1488,981,1,30700,39,4,5,No
5000,0.71,3350,10905,1,34300,30,6,2,Yes
5000,0.71,4462,1840,1,47100,65,5,4,Yes
8100,0.71,4043,8557,1,36200,37,7,4,Yes
5400,0.71,4414,4759,1,16800,57,2,4,Yes
7500,0.71,2625,6144,1,39900,35,6,3,Yes
1500,0.71,3204,5149,1,44500,34,1,3,Yes
4200,0.71,960,2280,1,32500,46,4,3,No
4900,0.71,728,4776,1,20600,55,7,3,Yes
2400,0.71,1240,1308,1,22900,42,6,2,No
5100,0.71,940,1490,1,26200,53,6,3,No
6400,0.71,1349,5956,1,16400,20,1,2,Yes
4400,0.71,427,5805,1,28200,58,8,3,Yes
5900,0.71,397,4403,1,31300,58,6,4,Yes
3400,0.71,973,2954,0,0,41,3,1,No
7000,0.71,2346,5095,1,25800,45,8,1,Yes
9600,0.71,4350,1287,1,71200,27,1,4,Yes
7500,0.71,1333,4139,1,40700,26,0,5,Yes
2700,0.71,1557,975,1,12400,19,4,5,No
6300,0.71,1973,6170,1,20800,27,8,5,Yes
7200,0.71,4337,2896,1,37700,49,0,1,Yes
9500,0.71,1131,1388,1,31600,48,2,2,No
3300,0.71,732,2587,1,14400,35,8,3,No
4300,0.71,1360,458,1,16300,51,8,4,No
2400,0.71,1234,2466,1,50100,26,8,4,No
2900,0.71,2421,944,1,44200,34,1,1,Yes
6100,0.71,1311,4077,1,24400,42,4,1,Yes
6500,0.71,852,8279,1,32000,48,7,3,Yes
6900,0.71,1571,11314,1,18200,63,7,4,Yes
3500,0.71,1308,2398,1,17600,49,2,5,No
2200,0.71,794,2671,1,28500,58,2,1,No
7800,0.71,2176,7335,1,75100,74,1,3,Yes
3500,0.71,296,3390,1,8300,45,5,4,Yes
6000,0.71,1464,4992,1,25200,40,8,3,Yes
4300,0.71,15,609,1,16600,29,2,3,Yes
8700,0.71,3405,3904,1,41600,27,3,4,Yes
7500,0.71,814,2618,1,41500,46,4,5,Yes
3300,0.71,1162,294,1,37400,33,6,4,No
2100,0.71,490,8378,1,26800,72,1,5,Yes
5600,0.71,4038,7670,1,50400,39,1,1,Yes
3600,0.71,821,1629,1,17000,51,3,4,No
4500,0.71,3059,6478,1,32400,38,2,3,Yes
3000,0.71,594,2245,0,0,62,8,5,No
4000,0.71,2556,5474,1,29900,49,2,3,Yes
2300,0.71,408,1395,1,24000,49,8,3,No
4100,0.71,2176,1360,1,39900,36,7,3,Yes
3200,0.71,593,701,1,27800,49,2,5,No
500,0.71,1401,3347,1,24800,37,1,4,No
5200,0.71,870,1083,1,27900,46,0,1,No
6700,0.71,2798,7382,1,14300,55,2,1,Yes
5700,0.71,3785,3296,1,32700,74,2,5,Yes
5000,0.71,5452,2823,1,48300,37,1,4,Yes
2200,0.71,978,2090,1,37400,48,2,3,No
6100,0.71,2505,5270,1,11500,79,2,1,Yes
4700,0.71,1270,2957,1,38000,55,3,1,No
2400,0.71,1489,1732,1,10000,30,3,4,No
7900,0.71,1490,790,1,36400,34,1,4,Yes
4900,0.71,66,366,1,32400,41,2,1,Yes
4400,0.71,1653,722,0,0,50,8,5,No
3200,0.71,1805,4377,1,9400,33,3,2,Yes
3800,0.71,1315,2823,1,16200,45,8,2,No
6000,0.71,867,4285,1,21400,68,4,4,No
3100,0.71,2848,409,1,40300,42,2,2,Yes
5800,0.71,3540,5105,1,34100,45,1,4,Yes
5400,0.71,2396,5091,1,21000,46,1,2,Yes
10200,0.71,5096,6011,1,20600,67,2,3,Yes
9000,0.71,3171,1033,1,41600,64,2,4,Yes
4100,0.71,3414,6142,1,48600,50,2,2,Yes
3800,0.71,1993,815,1,20300,54,7,5,Yes
7500,0.71,2178,3827,1,39100,49,6,3,Yes
4900,0.71,6061,4853,1,35700,59,3,4,Yes
5500,0.71,2562,3773,1,27100,32,3,1,Yes
4100,0.71,1355,5815,1,38500,51,2,3,Yes
5100,0.71,5430,3649,1,13700,49,1,1,Yes
3000,0.71,1886,1529,1,31700,22,2,4,No
2200,0.71,592,2121,1,29900,65,8,4,No
5700,0.71,3270,6445,0,0,44,4,4,Yes
4800,0.71,3368,2913,1,65500,37,7,4,Yes
9500,0.71,3742,5383,1,24700,43,5,3,Yes
5100,0.71,4289,4474,1,53100,39,1,4,Yes
7000,0.71,242,3767,1,42200,45,8,1,Yes
2100,0.71,1128,2990,0,0,38,2,4,No
1700,0.71,233,1463,1,32100,20,5,2,No
3700,0.71,760,6399,1,36600,35,8,2,Yes
7700,0.71,2435,4121,1,17700,28,6,4,Yes
2700,0.71,229,5733,1,28500,31,1,1,Yes
2700,0.71,1878,6772,1,28500,32,8,5,Yes
6300,0.71,2124,6241,1,30300,70,3,3,Yes
2300,0.71,370,2727,1,19900,62,4,1,No
2300,0.71,1289,3611,0,0,39,3,5,No
5100,0.71,4569,3125,1,30600,26,2,3,Yes
2200,0.71,239,815,1,13500,42,4,2,No
6200,0.71,1711,5191,1,63500,48,6,4,Yes
500,0.71,1240,3522,1,24600,63,3,2,No
2900,0.71,2076,2029,0,0,54,7,1,No
7500,0.71,3717,3192,1,35200,47,8,1,Yes
3000,0.71,4089,3689,1,37700,34,1,4,Yes
3100,0.71,224,2132,1,35200,62,7,2,No
4600,0.71,3459,7044,1,46400,38,8,4,Yes
3800,0.71,927,5646,1,33600,65,3,2,Yes
4900,0.71,515,3036,1,24200,33,7,3,No
6400,0.71,3456,4181,1,29100,23,1,3,Yes
4000,0.71,1671,2453,1,18500,54,5,4,No
2100,0.71,1483,3273,0,0,39,7,2,No
3400,0.71,2156,4015,1,43300,39,1,3,Yes
4000,0.71,2584,2612,1,61400,24,1,4,Yes
4100,0.71,2825,3800,1,49100,52,8,5,Yes
5800,0.71,6837,2715,1,29400,42,1,2,Yes
3000,0.71,2855,3349,1,19700,26,5,1,Yes
3200,0.71,1415,2790,1,23800,34,4,4,No
8400,0.71,3733,4223,1,38400,52,1,1,Yes
2000,0.71,570,5025,1,14500,35,0,1,Yes
4700,0.71,1733,2972,1,17000,64,1,1,No
7100,0.71,4599,1719,1,35800,20,4,3,Yes
4600,0.71,545,1864,1,25200,59,1,3,No
1400,0.71,774,3550,0,0,29,8,1,No
4400,0.71,1674,3017,1,47100,58,1,2,Yes
3800,0.71,211,1634,1,32900,60,1,4,No
6900,0.71,316,3363,1,12100,28,0,3,Yes
8000,0.71,4151,7089,1,54700,52,6,5,Yes
6500,0.71,1657,828,1,25500,40,8,5,Yes
2800,0.71,113,4660,1,28700,36,2,1,Yes
4500,0.71,3465,8802,1,44600,52,8,2,Yes
3000,0.71,1830,6974,1,37700,49,4,1,Yes
1700,0.71,679,1944,1,26500,48,4,1,No
7200,0.71,1232,2617,1,33000,30,5,1,Yes
3100,0.71,947,4056,1,15600,43,5,4,Yes
2400,0.71,1212,1563,0,0,50,1,4,No
4700,0.71,2008,5987,1,29600,50,3,3,Yes
2000,0.71,951,2947,1,29300,38,1,5,No
4600,0.71,2180,5549,1,42200,21,4,4,Yes
3300,0.71,887,6374,1,7900,36,1,4,Yes
4900,0.71,2291,8671,1,32200,42,1,1,Yes
2300,0.71,3745,249,1,42200,51,8,3,Yes
3800,0.71,651,1417,1,2300,49,8,5,No
7500,0.71,1997,5073,1,50800,31,8,4,Yes
3500,0.71,196,8549,1,38200,43,2,1,Yes
3500,0.71,1066,2039,1,36600,18,1,4,Yes
5700,0.71,492,1292,1,25900,61,1,2,No
1600,0.71,755,1053,1,38600,42,8,3,No
4300,0.71,1885,6409,1,35800,22,8,4,Yes
2500,0.71,1937,1238,1,23200,26,1,3,Yes
5000,0.71,2549,7188,1,20600,18,1,4,Yes
3600,0.71,973,5505,1,52900,47,1,1,Yes
3600,0.71,1338,875,1,17900,50,3,2,No
4100,0.71,3136,4655,1,57400,39,2,2,Yes
8100,0.71,1535,5506,1,13300,45,2,3,Yes
4100,0.71,5593,3170,1,18400,53,1,5,Yes
4000,0.71,1462,1763,1,18100,55,4,2,No
4500,0.71,387,700,1,46500,39,2,1,No
4600,0.71,641,426,1,31600,31,5,3,No
800,0.71,1921,3363,1,22800,20,8,3,No
4300,0.71,2062,5505,1,52200,20,8,5,Yes
5200,0.71,636,1218,1,21700,48,8,1,No
9100,0.71,4364,1253,1,32200,48,2,3,Yes
2700,0.71,1341,3490,1,17100,18,3,2,No
6000,0.71,1823,2178,1,35300,32,0,3,Yes
4500,0.71,1664,7795,1,34100,74,1,1,Yes
8100,0.71,3296,2596,1,62100,35,3,4,Yes
4200,0.71,3587,808,1,37400,49,1,3,Yes
5700,0.71,2783,7488,1,40700,37,1,3,Yes
6500,0.71,4163,3097,1,81100,36,8,4,Yes
5100,0.71,960,3747,1,38400,31,7,3,Yes
4800,0.71,1124,2196,1,28400,27,8,1,No
4400,0.71,1908,2899,1,19700,50,2,1,Yes
6400,0.71,4656,8162,1,31200,35,2,1,Yes
6300,0.71,2552,1147,1,20600,18,8,1,Yes
5800,0.71,535,3151,0,0,39,2,5,No
3800,0.71,5014,5351,1,58900,49,1,3,Yes
9700,0.71,6085,6477,1,53500,66,7,1,Yes
7300,0.71,4018,3736,1,37000,31,8,2,Yes
3700,0.71,1582,5720,1,41500,44,7,5,Yes
3700,0.71,3238,1751,1,50300,49,3,3,Yes
6800,0.71,636,6069,1,41100,41,3,4,Yes
5200,0.71,343,1082,1,29800,49,1,5,No
5400,0.71,726,1673,1,17600,29,1,2,No
7300,0.71,1045,6236,1,21100,44,8,5,Yes
5500,0.71,4662,2068,1,40900,23,1,1,Yes
7800,0.71,4773,5523,1,16500,43,8,5,Yes
4500,0.71,2969,5781,1,32000,37,4,3,Yes
4800,0.71,4708,2617,1,43700,27,2,3,Yes
700,0.71,1443,1961,1,17000,42,1,2,No
2900,0.71,417,395,0,0,67,4,2,No
6900,0.71,4087,5535,1,23700,53,1,4,Yes
4400,0.71,2839,4306,1,39400,43,8,1,Yes
4500,0.71,574,2931,0,0,38,6,2,No
5900,0.71,749,1760,1,37800,48,3,4,No
2100,0.71,626,147,1,26600,39,8,4,No
4800,0.71,2861,5095,1,37100,37,8,2,Yes
2700,0.71,1367,2166,1,22200,38,5,2,No
4700,0.71,1020,1109,1,37900,27,0,1,No
1100,0.71,758,1442,1,7600,43,1,4,No
3600,0.71,5316,7285,1,17900,24,2,1,Yes
3700,0.71,857,3197,1,52100,45,8,4,Yes
3300,0.71,690,5062,0,0,27,7,1,No
4700,0.71,858,4628,1,24100,49,1,4,Yes
6300,0.71,1936,3207,1,11800,19,2,1,Yes
4400,0.71,1150,1240,1,26300,23,8,5,No
4900,0.71,480,4919,1,31700,31,8,3,Yes
5600,0.71,1357,264,1,16200,44,8,3,Yes
7600,0.71,1692,3118,1,9600,37,4,4,No
4200,0.71,2874,6024,1,36300,25,4,2,Yes
2500,0.71,2818,3692,1,67100,46,8,5,Yes
6200,0.71,779,6441,1,33900,29,1,2,Yes
3600,0.71,1141,3186,1,8800,32,1,1,No
7100,0.71,4623,5600,1,53300,71,4,3,Yes
6300,0.71,4403,2900,1,67600,27,2,4,Yes
5600,0.71,2363,6240,1,44100,33,1,5,Yes
3300,0.71,2569,1472,1,32000,54,5,3,Yes
5100,0.71,3964,3187,1,51900,38,8,5,Yes
6100,0.71,2858,3436,1,31100,37,6,4,Yes
3000,0.71,1775,3283,0,0,36,4,4,No
900,0.71,688,1973,1,17200,61,1,3,No
6600,0.71,5187,5219,1,19100,35,8,4,Yes
3300,0.71,1528,1309,1,20700,57,8,1,No
4400,0.71,665,1944,0,0,50,1,3,No
6400,0.71,964,928,1,29800,29,3,3,No
5300,0.71,3625,2299,1,26800,41,3,4,Yes
8400,0.71,1140,1571,1,44900,39,8,1,Yes
4200,0.71,1780,3205,1,18100,59,5,3,Yes
3900,0.71,538,6993,1,64100,46,1,5,Yes
7300,0.71,4843,3693,1,50000,47,3,3,Yes
7300,0.71,6192,2622,1,29800,45,8,3,Yes
3500,0.71,1182,2078,1,13600,66,3,2,No
7000,0.71,2994,5398,1,36100,48,0,4,Yes
6400,0.71,3220,836,1,32600,42,6,3,Yes
5200,0.71,3049,3173,1,38800,49,4,1,Yes
6900,0.71,3193,5536,1,53500,48,2,4,Yes
4100,0.71,1425,552,1,18900,41,8,1,No
3900,0.71,644,2315,1,7100,30,5,3,Yes
2400,0.71,2117,2326,1,18100,58,1,5,No
4500,0.71,2504,4287,1,25400,61,3,4,Yes
3700,0.71,661,1196,1,18100,29,7,4,No
4100,0.71,2081,4257,1,40100,38,7,4,Yes
3000,0.71,1517,3820,1,36300,31,4,5,Yes
5300,0.71,1628,1017,1,19700,63,0,4,No
5100,0.71,664,4874,1,55200,34,8,2,Yes
6300,0.71,4390,7114,1,40500,29,3,4,Yes
3700,0.71,1539,3477,1,44400,42,6,5,No
5100,0.71,2369,8278,1,45900,67,5,4,Yes
5200,0.71,1138,1035,0,0,41,2,3,No
7100,0.71,235,5237,1,34600,34,1,2,Yes
2100,0.71,778,2697,1,11800,36,1,3,No
5300,0.71,703,4996,1,42100,53,1,5,Yes
6800,0.71,2143,4400,1,32200,33,1,1,Yes
3800,0.71,1051,2428,1,27300,41,3,5,No
3600,0.71,559,6691,1,28700,36,2,3,Yes
4800,0.71,730,2874,1,39000,35,8,5,No
4500,0.71,4687,4394,1,32000,48,1,2,Yes
4000,0.71,1170,2436,1,8900,43,2,3,No
3700,0.71,683,886,1,34500,37,3,2,Yes
4700,0.71,1697,2673,1,34500,32,4,2,No
4000,0.71,2533,5938,1,21100,30,3,5,Yes
4400,0.71,1006,2536,0,0,51,0,4,No
4100,0.71,1288,2075,1,25100,54,1,3,No
4700,0.71,865,1768,1,41500,30,3,1,No
1000,0.71,216,1259,1,40500,24,8,1,No
7400,0.71,2065,5076,1,21400,52,8,4,Yes
8000,0.71,4541,3705,1,30800,52,1,1,Yes
7200,0.71,1484,3721,1,49300,41,8,2,Yes
4700,0.71,6439,2026,1,44000,35,1,2,Yes
6400,0.71,2662,5651,1,28200,26,6,4,Yes
5900,0.71,2665,3817,1,15700,60,5,1,Yes
5000,0.71,3410,4336,1,15900,24,2,4,Yes
2000,0.71,1899,1570,1,19700,27,3,3,No
4200,0.71,399,2638,1,46400,48,8,3,No
4200,0.71,417,2726,1,32300,42,1,3,Yes
4000,0.71,1299,1117,0,0,37,1,3,No
1000,0.71,4436,1450,1,44800,60,8,1,Yes
3700,0.71,4465,4047,1,65600,28,6,4,Yes
5900,0.71,243,1795,1,34300,50,3,3,Yes
5100,0.71,1464,1757,1,32900,47,1,2,No
3700,0.71,4013,3899,1,25600,30,1,2,Yes
2100,0.71,1023,2021,1,22000,63,8,2,No
4200,0.71,1495,3123,1,27400,54,3,4,Yes
8500,0.71,2037,3722,1,47800,52,5,4,Yes
4500,0.71,2288,2586,1,31000,24,8,3,No
5400,0.71,3142,3836,1,63300,50,4,5,Yes
2500,0.71,615,3434,1,41800,21,7,5,Yes
4700,0.71,1941,4258,1,31000,28,4,4,Yes
